,Start,End,Protein_ID,Gene,Product,Strand
42,51682,52540,['WP_002356057.1'],['rlmB'],"[""23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB""]",1
43,52554,53085,['WP_002356058.1'],,['NYN domain-containing protein'],1
44,53170,53737,['WP_002356059.1'],,['sigma-70 family RNA polymerase sigma factor'],1
45,53794,54097,['WP_002383497.1'],,['Veg family protein'],1
46,54277,55129,['WP_002356061.1'],,"[""4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase""]",1
47,55295,56249,['WP_002367576.1'],,['zinc ABC transporter substrate-binding protein'],1
48,56274,56967,['WP_002356064.1'],,['metal ABC transporter ATP-binding protein'],1
49,57128,57968,['WP_002383493.1'],,['metal ABC transporter permease'],1
50,58111,58933,['WP_002381336.1'],['purR'],['pur operon repressor'],1
51,59143,60520,['WP_002381338.1'],['glmU'],['bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU'],1
52,60960,64950,['WP_002413971.1'],,"[""5'-nucleotidase C-terminal domain-containing protein""]",1
53,65085,66765,['WP_002413972.1'],,['peptide ABC transporter substrate-binding protein'],1
54,66811,67036,['WP_002356070.1'],,['DUF896 domain-containing protein'],-1
55,67050,68037,['WP_002356071.1'],,['LLM class flavin-dependent oxidoreductase'],-1
56,68255,68870,['WP_002359241.1'],['ruvA'],['Holliday junction branch migration protein RuvA'],1
57,68882,69899,['WP_002381340.1'],['ruvB'],['Holliday junction branch migration DNA helicase RuvB'],1
58,70014,70452,['WP_002413973.1'],,['hypothetical protein'],-1
59,70664,71363,['WP_002364575.1'],,['N-acetylmannosamine-6-phosphate 2-epimerase'],1
60,71540,73880,['WP_002391362.1'],['ygjK'],['alpha-glucosidase'],1
61,74426,75344,['WP_002367583.1'],,['helix-turn-helix transcriptional regulator'],1
62,75387,76041,['WP_002356081.1'],,['Crp/Fnr family transcriptional regulator'],-1
63,76314,77208,['WP_002413975.1'],,['SDR family oxidoreductase'],1
64,77220,77793,['WP_002381343.1'],['amaP'],['alkaline shock response membrane anchor protein AmaP'],1
65,77805,77997,['WP_002356087.1'],,['DUF2273 domain-containing protein'],1
66,78009,78522,['WP_002396760.1'],,['Asp23/Gls24 family envelope stress response protein'],1
67,78580,79141,['WP_002356090.1'],,['Asp23/Gls24 family envelope stress response protein'],1
68,79164,79407,['WP_002356092.1'],,['GlsB/YeaQ/YmgE family stress response membrane protein'],1
69,79571,80087,['WP_002413976.1'],,['hypothetical protein'],1
70,80241,80757,['WP_002364570.1'],,['hypothetical protein'],1
71,80756,82154,['WP_002356098.1'],,['DUF2974 domain-containing protein'],1
72,82150,82456,['WP_002356099.1'],,['hypothetical protein'],1
73,82465,82732,['WP_002356100.1'],,['hypothetical protein'],1
74,83028,84264,['WP_002356101.1'],,['MFS transporter'],1
75,84284,84464,['WP_002381345.1'],,['hypothetical protein'],1
76,84820,86305,['WP_002356103.1'],,['helix-turn-helix domain-containing protein'],-1
77,86298,87786,['WP_002381348.1'],,['helix-turn-helix domain-containing protein'],-1
78,88496,94595,['WP_154017529.1'],['fss1'],['fibrinogen-binding MSCRAMM adhesin Fss1'],1
79,94868,95783,['WP_002387466.1'],,['diacylglycerol kinase family lipid kinase'],1
80,95864,97370,['WP_002359252.1'],,['helix-turn-helix domain-containing protein'],1
81,97715,97955,['WP_002356115.1'],,['hypothetical protein'],1
82,97951,101047,['WP_041161635.1'],,['LPXTG cell wall anchor domain-containing protein'],1
83,101214,101985,['WP_002361508.1'],,['formate/nitrite transporter family protein'],1
84,102140,102926,['WP_002356118.1'],,['lipoprotein'],1
85,102984,103605,['WP_002383467.1'],,['PAS domain-containing protein'],-1
86,103921,105028,['WP_002383466.1'],,['PTS sugar transporter subunit IIC'],1
87,105014,105710,['WP_002392236.1'],['sdaAB'],"['L-serine ammonia-lyase, iron-sulfur-dependent subunit beta']",1
88,105724,106618,['WP_002356122.1'],['sdaAA'],"['L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha']",1
89,106644,107916,['WP_002356123.1'],['serS'],['serine--tRNA ligase'],1
90,107952,108903,['WP_002387471.1'],,['alpha/beta hydrolase'],-1
91,109033,109513,['WP_002356125.1'],,['ArgR family transcriptional regulator'],-1
92,109731,110244,['WP_002387472.1'],,['ArgR family transcriptional regulator'],1
93,110540,111767,['WP_002356129.1'],['arcA'],['arginine deiminase'],1
94,111792,112815,['WP_160747730.1'],['argF'],['ornithine carbamoyltransferase'],1
95,112920,113853,['WP_002356132.1'],['arcC'],['carbamate kinase'],1
96,113877,114570,['WP_002356133.1'],,['Crp/Fnr family transcriptional regulator'],1
97,114617,116069,['WP_002356134.1'],,['YfcC family protein'],1
98,116159,116840,['WP_002414088.1'],,['type 1 glutamine amidotransferase domain-containing protein'],-1
99,116836,117172,['WP_002359261.1'],,['winged helix-turn-helix transcriptional regulator'],-1
100,117351,118368,['WP_002414089.1'],,['NADP-dependent oxidoreductase'],1
101,118579,121087,['WP_002387476.1'],,['family 20 glycosylhydrolase'],1
102,121515,122784,['WP_002367615.1'],,['reactive intermediate/imine deaminase'],1
103,122833,123277,['WP_002356140.1'],,['MepB family protein'],-1
104,123273,124686,['WP_002373794.1'],,['PLP-dependent aminotransferase family protein'],-1
105,124783,125749,['WP_002414092.1'],,['ornithine cyclodeaminase family protein'],1
106,125750,126539,['WP_002414093.1'],,['PhzF family phenazine biosynthesis protein'],1
107,126587,127133,['WP_002385445.1'],,['ATP-binding protein'],-1
108,127283,127625,['WP_002414470.1'],,['hypothetical protein'],-1
109,127762,129325,['WP_002356158.1'],['guaA'],['glutamine-hydrolyzing GMP synthase'],-1
110,129636,130560,['WP_002356160.1'],,['type I pantothenate kinase'],-1
111,130714,131302,['WP_002356161.1'],,['SGNH/GDSL hydrolase family protein'],1
112,131316,131925,['WP_002356162.1'],,['class I SAM-dependent methyltransferase'],1
113,131957,132989,['WP_014524934.1'],,['adenosine deaminase'],-1
114,133130,134138,['WP_002356164.1'],,['substrate-binding domain-containing protein'],1
115,134278,135580,['WP_002356165.1'],,['pyrimidine-nucleoside phosphorylase'],1
116,135607,136270,['WP_002356166.1'],,['deoxyribose-phosphate aldolase'],1
117,136238,136703,['WP_002387503.1'],,['cytidine deaminase'],1
118,136798,137872,['WP_002356168.1'],,['BMP family protein'],1
119,137925,139011,['WP_002356169.1'],,['BMP family protein'],1
120,139216,140785,['WP_002381361.1'],,['ABC transporter ATP-binding protein'],1
121,140777,141911,['WP_002356171.1'],,['ABC transporter permease'],1
122,141910,142864,['WP_002356172.1'],,['ABC transporter permease'],1
123,143069,143468,['WP_002385432.1'],,['hypothetical protein'],1
124,143467,144706,['WP_002414098.1'],,['hypothetical protein'],1
125,144715,145030,['WP_002356177.1'],,['hypothetical protein'],1
126,145016,145301,['WP_002385430.1'],,['hypothetical protein'],1
127,145606,146773,['WP_002356179.1'],['deoB'],['phosphopentomutase'],1
128,146789,147608,['WP_002414101.1'],,['purine-nucleoside phosphorylase'],1
129,147625,148333,['WP_002356181.1'],['deoD'],['purine-nucleoside phosphorylase'],1
130,148371,149310,['WP_002361532.1'],,['iron-hydroxamate ABC transporter substrate-binding protein'],-1
131,149540,150347,['WP_002356183.1'],,['ABC transporter ATP-binding protein'],1
132,150343,151354,['WP_002356184.1'],,['iron ABC transporter permease'],1
133,151350,152355,['WP_002356185.1'],,['iron ABC transporter permease'],1
134,152483,153671,['WP_002356186.1'],,['iron-containing alcohol dehydrogenase'],1
135,153727,154414,['WP_002359343.1'],['gpmA'],"['2,3-diphosphoglycerate-dependent phosphoglycerate mutase']",-1
136,154588,155164,['WP_002356188.1'],,['recombinase family protein'],-1
137,155205,155886,['WP_002381363.1'],['rpiA'],['ribose-5-phosphate isomerase RpiA'],-1
138,156230,156644,['WP_002356190.1'],['rpsL'],['30S ribosomal protein S12'],1
139,156699,157170,['WP_002356191.1'],['rpsG'],['30S ribosomal protein S7'],1
140,157253,159335,['WP_002392218.1'],['fusA'],['elongation factor G'],1
141,159485,160673,['WP_002356194.1'],['tuf'],['elongation factor Tu'],1
142,160853,161678,['WP_002368563.1'],['thiD'],['bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase'],1
143,161949,163116,['WP_002389616.1'],,['class I SAM-dependent methyltransferase'],1
144,163464,163773,['WP_002389727.1'],['rpsJ'],['30S ribosomal protein S10'],1
145,163794,164424,['WP_002356199.1'],['rplC'],['50S ribosomal protein L3'],1
146,164449,165073,['WP_002356200.1'],['rplD'],['50S ribosomal protein L4'],1
147,165072,165363,['WP_002356203.1'],,['50S ribosomal protein L23'],1
148,165402,166233,['WP_002356204.1'],['rplB'],['50S ribosomal protein L2'],1
149,166275,166554,['WP_002356205.1'],['rpsS'],['30S ribosomal protein S19'],1
150,166575,166923,['WP_002356206.1'],['rplV'],['50S ribosomal protein L22'],1
151,166989,167646,['WP_002356207.1'],['rpsC'],['30S ribosomal protein S3'],1
152,167648,168083,['WP_002356208.1'],['rplP'],['50S ribosomal protein L16'],1
153,168072,168261,['WP_002383858.1'],['rpmC'],['50S ribosomal protein L29'],1
154,168284,168551,['WP_002359348.1'],['rpsQ'],['30S ribosomal protein S17'],1
155,168608,168977,['WP_002356211.1'],['rplN'],['50S ribosomal protein L14'],1
156,169012,169324,['WP_002356212.1'],['rplX'],['50S ribosomal protein L24'],1
157,169349,169889,['WP_002356213.1'],['rplE'],['50S ribosomal protein L5'],1
158,169907,170093,['WP_002356214.1'],,['type Z 30S ribosomal protein S14'],1
159,170128,170527,['WP_002356215.1'],['rpsH'],['30S ribosomal protein S8'],1
160,170558,171095,['WP_002356217.1'],['rplF'],['50S ribosomal protein L6'],1
161,171255,171612,['WP_002356218.1'],['rplR'],['50S ribosomal protein L18'],1
162,171632,172133,['WP_002356219.1'],['rpsE'],['30S ribosomal protein S5'],1
163,172147,172327,['WP_002356220.1'],['rpmD'],['50S ribosomal protein L30'],1
164,172374,172815,['WP_002356221.1'],['rplO'],['50S ribosomal protein L15'],1
165,172815,174114,['WP_002359350.1'],['secY'],['preprotein translocase subunit SecY'],1
166,174200,174851,['WP_002356223.1'],,['adenylate kinase'],1
167,175061,175280,['WP_002356224.1'],['infA'],['translation initiation factor IF-1'],1
168,175312,175429,['WP_002288710.1'],['rpmJ'],['50S ribosomal protein L36'],1
169,175448,175814,['WP_002356225.1'],['rpsM'],['30S ribosomal protein S13'],1
170,175841,176231,['WP_002356226.1'],['rpsK'],['30S ribosomal protein S11'],1
171,176311,177250,['WP_002356227.1'],,['DNA-directed RNA polymerase subunit alpha'],1
172,177323,177707,['WP_002356228.1'],['rplQ'],['50S ribosomal protein L17'],1
173,177981,179181,['WP_002414108.1'],,['DUF819 family protein'],1
174,179196,180372,['WP_002359353.1'],,['amidohydrolase'],1
175,180573,181413,['WP_002359354.1'],,['energy-coupling factor ABC transporter ATP-binding protein'],1
176,181388,182258,['WP_002381364.1'],,['energy-coupling factor ABC transporter ATP-binding protein'],1
177,182254,183052,['WP_002373841.1'],,['energy-coupling factor transporter transmembrane protein EcfT'],1
178,183070,183820,['WP_002356237.1'],['truA'],['tRNA pseudouridine(38-40) synthase TruA'],1
179,183870,184182,['WP_002381365.1'],,['heavy metal-binding domain-containing protein'],-1
180,184314,185670,['WP_002361550.1'],['brnQ'],['branched-chain amino acid transport system II carrier protein'],-1
181,185760,186252,['WP_002367642.1'],,['GNAT family N-acetyltransferase'],-1
182,186425,187010,['WP_002394583.1'],,['TIGR00730 family Rossman fold protein'],1
183,187054,187795,['WP_002356242.1'],,['amino acid ABC transporter ATP-binding protein'],-1
184,187806,189390,['WP_002381368.1'],,['ABC transporter substrate-binding protein/permease'],-1
185,189948,190245,['WP_002356244.1'],,['hypothetical protein'],-1
186,190417,191131,['WP_002414112.1'],,['NAD-dependent protein deacylase'],1
187,191135,191981,['WP_002414113.1'],,['chorismate mutase'],1
188,191991,192504,['WP_002356248.1'],,['transcription repressor NadR'],1
189,192732,194244,['WP_014524935.1'],,['glucosaminidase domain-containing protein'],1
190,194520,196011,['WP_002361555.1'],,['aldehyde dehydrogenase family protein'],1
191,196237,197221,['WP_002356251.1'],,['L-lactate dehydrogenase'],-1
192,197556,198123,['WP_002361556.1'],,['aminoacyl-tRNA hydrolase'],1
193,198112,201682,['WP_014524936.1'],['mfd'],['transcription-repair coupling factor'],1
194,201697,203287,['WP_002414119.1'],,['polysaccharide biosynthesis protein'],1
195,203301,203565,['WP_002356255.1'],,['RNA-binding S4 domain-containing protein'],1
196,203819,204299,['WP_002356257.1'],,['septum formation initiator family protein'],1
197,204343,204823,['WP_002356258.1'],,['RNA-binding protein S1'],1
198,204803,206297,['WP_014524937.1'],['tilS'],['tRNA lysidine(34) synthetase TilS'],1
199,206315,206861,['WP_002356260.1'],['hpt'],['hypoxanthine phosphoribosyltransferase'],1
200,206954,209111,['WP_002364513.1'],['ftsH'],['ATP-dependent zinc metalloprotease FtsH'],1
201,209272,210169,['WP_002359370.1'],['hslO'],['Hsp33 family molecular chaperone HslO'],1
202,210180,211179,['WP_002414122.1'],['dusB'],['tRNA dihydrouridine synthase DusB'],1
203,211272,212769,['WP_002414123.1'],['lysS'],['lysine--tRNA ligase'],1
204,221616,222438,,,['PRD domain-containing protein'],1
205,222511,224410,['WP_002413464.1'],,['PTS glucose transporter subunit IIA'],1
206,224433,225864,['WP_002355183.1'],,['6-phospho-beta-glucosidase'],1
207,225986,227453,['WP_002361133.1'],,['family 1 glycosylhydrolase'],1
208,227473,228292,['WP_002358330.1'],,['histidine phosphatase family protein'],1
209,229375,230119,['WP_002414308.1'],,['alpha/beta hydrolase'],1
210,230136,230730,['WP_014524941.1'],,['methylphosphotriester-DNA--protein-cysteine methyltransferase family protein'],-1
211,230840,231332,['WP_002413468.1'],,['methylated-DNA--[protein]-cysteine S-methyltransferase'],1
212,231344,231857,['WP_002355189.1'],,['DNA-3-methyladenine glycosylase I'],1
213,231869,232544,['WP_002413471.1'],,['HD domain-containing protein'],1
214,232686,233622,['WP_002355191.1'],,['cation diffusion facilitator family transporter'],1
215,233651,234065,['WP_002413472.1'],,['DUF4809 family protein'],1
216,234162,234915,['WP_002358338.1'],['fabI'],['enoyl-ACP reductase FabI'],-1
217,235212,236451,['WP_002358339.1'],['fabF'],['beta-ketoacyl-ACP synthase II'],1
218,236452,236887,['WP_002355197.1'],['fabZ'],['3-hydroxyacyl-ACP dehydratase FabZ'],1
219,237031,238000,['WP_014524942.1'],,['dihydroorotate oxidase'],1
220,238184,238832,['WP_002413477.1'],,['elongation factor G-binding protein'],-1
221,239186,239747,['WP_002355202.1'],['efp'],['elongation factor P'],1
222,239916,240054,['WP_002366057.1'],,['hypothetical protein'],1
223,240143,241061,['WP_002413478.1'],,['cysteine synthase family protein'],1
224,241074,242211,['WP_002413479.1'],,['cystathionine gamma-synthase'],1
225,242247,243678,['WP_002358345.1'],['genA'],['6-phospho-beta-glucosidase GenA'],-1
226,243704,245039,['WP_002355207.1'],['genB'],['PTS sugar transporter subunit IIC'],-1
227,245212,245974,['WP_002355208.1'],['genR'],['MurR/RpiR family transcriptional regulator'],-1
228,246172,246763,['WP_002386047.1'],,['dihydrofolate reductase'],1
229,246876,248262,['WP_029644748.1'],,['ATP synthase subunit J'],1
230,248282,249446,['WP_002355211.1'],,['cation:proton antiporter'],1
231,249573,250014,['WP_002355212.1'],,['CopY/TcrY family copper transport repressor'],1
232,250029,252516,['WP_014524944.1'],,['copper-translocating P-type ATPase'],1
233,252537,252744,['WP_002355215.1'],,['heavy-metal-associated domain-containing protein'],1
234,252788,254159,['WP_002413508.1'],,['hypothetical protein'],-1
235,254158,254548,['WP_002358356.1'],,['GntR family transcriptional regulator'],-1
236,254697,256026,['WP_002358357.1'],,['C1 family peptidase'],1
237,256069,256690,['WP_002395578.1'],,['flavin reductase family protein'],-1
238,256711,257686,['WP_002355221.1'],,['ring-cleaving dioxygenase'],-1
239,257972,258308,['WP_002355222.1'],,['multidrug resistance protein SMR'],1
240,258304,258616,['WP_002361148.1'],,['multidrug efflux SMR transporter'],1
241,258711,259758,['WP_002361149.1'],,['chitinase'],-1
242,259800,260385,['WP_002355225.1'],,['lytic polysaccharide monooxygenase'],-1
243,260637,261393,['WP_041161639.1'],,['acyl-ACP thioesterase'],1
244,261443,262277,['WP_002413506.1'],,['DUF72 domain-containing protein'],1
245,262293,262830,['WP_002389675.1'],,['haloacid dehalogenase'],1
246,262852,264205,['WP_002391510.1'],,['aspartate kinase'],-1
247,264391,265078,['WP_002355232.1'],,['HAD family phosphatase'],1
248,265263,267000,['WP_002355233.1'],['ezrA'],['septation ring formation regulator EzrA'],1
249,267125,268271,['WP_002358363.1'],,['cysteine desulfurase'],1
250,268323,269016,['WP_002355236.1'],,['response regulator transcription factor'],-1
251,269012,270356,['WP_002393835.1'],,['HAMP domain-containing histidine kinase'],-1
252,270679,271657,['WP_002355240.1'],,['DUF4822 domain-containing protein'],1
253,271841,272807,['WP_002355241.1'],,['DUF4822 domain-containing protein'],1
254,273025,274069,['WP_002387660.1'],,['DUF4822 domain-containing protein'],1
255,274242,275046,['WP_002413501.1'],,['ankyrin repeat domain-containing protein'],1
256,275097,276309,['WP_002413500.1'],,['amidohydrolase family protein'],1
257,276418,276838,['WP_002355245.1'],,['type II toxin-antitoxin system death-on-curing family toxin'],-1
258,276834,277074,['WP_002358371.1'],,['addiction module antitoxin'],-1
259,277175,277988,['WP_002391513.1'],,['alpha/beta hydrolase'],-1
260,277962,279555,['WP_002355248.1'],,['PucR family transcriptional regulator'],-1
261,279677,282689,['WP_002355249.1'],['fdrA'],['DUF1116 domain-containing protein'],1
262,282681,283515,['WP_002355250.1'],,['DUF2877 domain-containing protein'],1
263,283524,284778,['WP_002355251.1'],,['MFS transporter'],1
264,284912,285851,['WP_002355252.1'],['arcC'],['carbamate kinase'],1
265,285857,287078,['WP_002355253.1'],,['dicarboxylate/amino acid:cation symporter'],1
266,287166,288228,['WP_002413499.1'],['allD'],['ureidoglycolate dehydrogenase'],1
267,288293,289649,['WP_002389619.1'],,['hypothetical protein'],1
268,289673,290897,['WP_002413498.1'],,['amidohydrolase family protein'],1
269,291343,293638,['WP_002414440.1'],,['WxL domain-containing protein'],1
270,294094,295453,['WP_002372402.1'],,['serine protease'],1
271,295860,296988,['WP_002389553.1'],,['5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase'],1
272,297039,298224,['WP_002355262.1'],,['AI-2E family transporter'],-1
273,298239,298755,['WP_002381189.1'],,['DUF308 domain-containing protein'],-1
274,298944,299634,['WP_024797200.1'],,['DUF969 domain-containing protein'],1
275,299630,300575,['WP_002355267.1'],,['DUF979 domain-containing protein'],1
276,300590,301232,['WP_002355269.1'],['pcp'],['pyroglutamyl-peptidase I'],1
277,301633,303079,['WP_002383673.1'],['nhaC'],['Na+/H+ antiporter NhaC'],1
278,303230,303665,['WP_002362972.1'],,['MarR family transcriptional regulator'],1
279,303669,304305,['WP_002358386.1'],,['nitroreductase family protein'],1
280,304347,305181,['WP_002355273.1'],,['Cof-type HAD-IIB family hydrolase'],-1
281,305364,307107,['WP_014524947.1'],,['PTS transporter subunit EIIC'],1
282,307097,309131,['WP_002361171.1'],,['BglG family transcription antiterminator'],1
283,309141,309576,['WP_002358391.1'],,['PTS sugar transporter subunit IIA'],1
284,309845,309941,['WP_015543884.1'],,['type I toxin-antitoxin system Fst family toxin'],-1
285,310186,311959,['WP_002391520.1'],,['PTS mannitol transporter subunit IICBA'],1
286,311973,312411,['WP_002355279.1'],,['PTS sugar transporter subunit IIA'],1
287,312425,313580,['WP_002413493.1'],,['mannitol-1-phosphate 5-dehydrogenase'],1
288,313648,314764,['WP_002413492.1'],,['FAD-binding oxidoreductase'],-1
289,314842,315481,['WP_002358396.1'],,['NAD(P)H-binding protein'],-1
290,315801,316980,['WP_002355284.1'],,['RND transporter'],1
291,316989,317700,['WP_002383683.1'],,['ABC transporter ATP-binding protein'],1
292,317696,318926,['WP_002413491.1'],,['ABC transporter permease'],1
293,319211,320333,['WP_002413489.1'],,['hypothetical protein'],1
294,320375,321080,['WP_002413488.1'],,['DUF4811 domain-containing protein'],-1
295,321079,322597,['WP_002389910.1'],,['multidrug efflux MFS transporter'],-1
296,322697,323165,['WP_002383688.1'],,['MerR family transcriptional regulator'],1
297,323295,324048,['WP_002355294.1'],,['IclR family transcriptional regulator'],1
298,324208,324856,['WP_002413487.1'],,['bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase'],1
299,324860,325868,['WP_002389690.1'],,['sugar kinase'],1
300,325880,326720,['WP_002355301.1'],['kduI'],['5-dehydro-4-deoxy-D-glucuronate isomerase'],1
301,326741,327530,['WP_002362994.1'],,['gluconate 5-dehydrogenase'],1
302,327759,328866,['WP_002385348.1'],,['glycoside hydrolase family 88 protein'],1
303,328886,329894,['WP_002355304.1'],,['TRAP transporter substrate-binding protein'],1
304,329908,330385,['WP_002355305.1'],,['TRAP transporter small permease'],1
305,330420,331716,['WP_002413486.1'],,['TRAP transporter large permease'],1
306,331863,332736,['WP_002386087.1'],,['AraC family transcriptional regulator'],-1
307,332855,334367,['WP_002381192.1'],['rhaB'],['rhamnulokinase'],1
308,334363,335650,['WP_002358413.1'],['rhaA'],['L-rhamnose isomerase'],1
309,335677,336526,['WP_002363003.1'],['rhaD'],['rhamnulose-1-phosphate aldolase'],1
310,336522,336834,['WP_002407294.1'],['rhaM'],['L-rhamnose mutarotase'],1
311,337085,337964,['WP_002358417.1'],,['helix-turn-helix domain-containing protein'],1
312,337965,338802,['WP_002413484.1'],,['sugar phosphate isomerase/epimerase'],1
313,338885,339086,['WP_002355314.1'],,['hypothetical protein'],-1
314,339192,340674,['WP_002355315.1'],,['peptide MFS transporter'],-1
315,341491,342091,['WP_002355317.1'],,['LysM peptidoglycan-binding domain-containing protein'],1
316,342160,342541,['WP_172437429.1'],,['hotdog fold thioesterase'],-1
317,342705,343521,['WP_002387903.1'],['menB'],"['1,4-dihydroxy-2-naphthoyl-CoA synthase']",1
318,343525,344983,['WP_002410466.1'],,['o-succinylbenzoate--CoA ligase'],1
319,344979,346347,['WP_002364946.1'],,['isochorismate synthase'],1
320,346346,348080,['WP_002392502.1'],['menD'],['2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase'],1
321,348067,348892,['WP_002392503.1'],['menH'],"['2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase']",1
322,348892,349996,['WP_002364942.1'],['menC'],['o-succinylbenzoate synthase'],1
323,350052,350751,['WP_002355326.1'],,['glucosamine-6-phosphate deaminase'],-1
324,351002,352529,['WP_002361196.1'],,['acyl-CoA synthetase'],-1
325,352749,353151,['WP_002355332.1'],,['organic hydroperoxide resistance protein'],1
326,353194,353974,['WP_002358430.1'],,['sulfite exporter TauE/SafE family protein'],-1
327,354134,354938,['WP_002358431.1'],,['PTS sugar transporter subunit IIC'],1
328,354930,355749,['WP_002355336.1'],,['PTS system mannose/fructose/sorbose family transporter subunit IID'],1
329,355779,356256,['WP_002355337.1'],,['PTS sugar transporter subunit IIB'],1
330,356272,357124,['WP_002355339.1'],,['MurR/RpiR family transcriptional regulator'],1
331,357138,358029,['WP_002361198.1'],['murQ'],['N-acetylmuramic acid 6-phosphate etherase'],1
332,358041,359031,['WP_002413482.1'],,['serine hydrolase'],1
333,359040,359460,['WP_002363016.1'],,['PTS fructose transporter subunit IIA'],1
334,359494,360304,['WP_002355344.1'],,['DUF1189 domain-containing protein'],-1
335,360497,361106,['WP_002361201.1'],,['superoxide dismutase'],1
336,361253,362234,['WP_002361202.1'],,['diaminopimelate epimerase'],1
337,362383,363592,['WP_002383706.1'],,['LCP family protein'],1
338,363721,364423,['WP_002355352.1'],['nagB'],['glucosamine-6-phosphate deaminase'],1
339,364518,365220,['WP_002355354.1'],,['MgtC/SapB family protein'],1
340,365378,365948,['WP_002386098.1'],,['LemA family protein'],1
341,365993,367280,['WP_002391536.1'],,['TPM domain-containing protein'],1
342,367319,368285,['WP_002355357.1'],['nrdF'],['class 1b ribonucleoside-diphosphate reductase subunit beta'],-1
343,368485,370645,['WP_002355358.1'],['nrdE'],['class 1b ribonucleoside-diphosphate reductase subunit alpha'],-1
