,Start,End,Protein_ID,Gene,Product,Strand
32,36382,36973,['WP_000122880.1'],['caiE'],['carnitine operon protein CaiE'],-1
33,36978,37764,['WP_000004399.1'],['caiD'],['crotonobetainyl-CoA hydratase'],-1
34,37872,39426,['WP_001298634.1'],['caiC'],['crotonobetaine/carnitine-CoA ligase'],-1
35,39498,40716,['WP_000349942.1'],['caiB'],['L-carnitine CoA-transferase'],-1
36,40843,41986,['WP_000347117.1'],['caiA'],['crotonobetainyl-CoA dehydrogenase'],-1
37,42016,43531,['WP_000787104.1'],['caiT'],['L-carnitine/gamma-butyrobetaine antiport BCCT transporter'],-1
38,44003,44774,['WP_000692225.1'],,['electron transfer flavoprotein'],1
39,44788,45730,['WP_001091514.1'],,['electron transfer flavoprotein subunit alpha/FixB family protein'],1
40,45780,47067,['WP_001287715.1'],,['FAD-dependent oxidoreductase'],1
41,47063,47351,['WP_000203741.1'],['fixX'],['ferredoxin-like protein FixX'],1
42,47409,48741,['WP_001183207.1'],,['MFS transporter'],1
43,48848,49379,['WP_000600725.1'],['kefF'],['glutathione-regulated potassium-efflux system oxidoreductase KefF'],1
44,49371,51234,['WP_000377124.1'],['kefC'],['glutathione-regulated potassium-efflux system protein KefC'],1
45,51425,51905,['WP_000624375.1'],['folA'],['type 3 dihydrofolate reductase'],1
46,51990,52224,['WP_000125566.1'],,['type II toxin-antitoxin system CcdA family antitoxin'],1
47,52226,52541,['WP_001160966.1'],,['CcdB family protein'],1
48,52537,53386,['WP_000257182.1'],['apaH'],"[""bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH""]",-1
49,53392,53770,['WP_000610901.1'],['apaG'],['Co2+/Mg2+ efflux protein ApaG'],-1
50,53772,54594,['WP_001065364.1'],['rsmA'],['16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA'],-1
51,54590,55580,['WP_000241228.1'],['pdxA'],['4-hydroxythreonine-4-phosphate dehydrogenase PdxA'],-1
52,55579,56866,['WP_000800457.1'],['surA'],['peptidylprolyl isomerase SurA'],-1
53,56918,59273,['WP_000746166.1'],['lptD'],['LPS assembly protein LptD'],-1
54,59527,60343,['WP_001200599.1'],['djlA'],['co-chaperone DjlA'],1
55,60460,61120,['WP_000525162.1'],['rluA'],['bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA'],-1
56,61131,64038,['WP_001117002.1'],['rapA'],['RNA polymerase-associated protein RapA'],-1
57,64202,66554,['WP_000035617.1'],['polB'],['DNA polymerase II'],-1
58,66628,67324,['WP_000888698.1'],['araD'],['L-ribulose-5-phosphate 4-epimerase'],-1
59,67438,68941,['WP_000151734.1'],['araA'],['L-arabinose isomerase'],-1
60,68951,70652,['WP_000951864.1'],['araB'],['ribulokinase'],-1
61,70990,71836,['WP_001350361.1'],['araC'],['arabinose operon transcriptional regulator AraC'],1
62,72350,73199,['WP_000044502.1'],,['hypothetical protein'],1
63,73205,73628,['WP_000049681.1'],,['hypothetical protein'],1
64,73782,74547,['WP_001148384.1'],,['DedA family protein'],1
65,74660,75359,['WP_000916263.1'],['thiQ'],['thiamine ABC transporter ATP-binding protein ThiQ'],-1
66,75342,76953,['WP_000235676.1'],['thiP'],['thiamine/thiamine pyrophosphate ABC transporter permease ThiP'],-1
67,76928,77912,['WP_014640095.1'],['thiB'],['thiamine ABC transporter substrate binding subunit'],-1
68,78075,79731,['WP_014640096.1'],['sgrR'],['DNA-binding transcriptional regulator SgrR'],-1
69,79819,79951,['WP_001248768.1'],['sgrT'],['glucose uptake inhibitor SgrT'],1
70,80058,80664,['WP_000818231.1'],['leuD'],['3-isopropylmalate dehydratase small subunit'],-1
71,80674,82075,['WP_001140652.1'],['leuC'],['3-isopropylmalate dehydratase large subunit'],-1
72,82077,83169,['WP_000042365.1'],['leuB'],['3-isopropylmalate dehydrogenase'],-1
73,83168,84740,['WP_000082846.1'],['leuA'],['2-isopropylmalate synthase'],-1
74,84831,84918,['WP_001300467.1'],['leuL'],['leu operon leader peptide'],-1
75,85575,86520,['WP_001295767.1'],['leuO'],['transcriptional regulator LeuO'],1
76,86680,86719,['WP_175058757.1'],,['hypothetical protein'],-1
77,86837,88562,['WP_000425644.1'],['ilvI'],['acetolactate synthase 3 large subunit'],1
78,88564,89056,['WP_001252744.1'],['ilvN'],['acetolactate synthase small subunit'],1
79,89067,89154,['WP_001303787.1'],,['fruR/shl operon leader peptide'],1
80,89235,90240,['WP_000762401.1'],['cra'],['catabolite repressor/activator'],1
81,90841,91300,['WP_001295770.1'],['mraZ'],['division/cell wall cluster transcriptional repressor MraZ'],1
82,91301,92243,['WP_000970490.1'],['rsmH'],['16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH'],1
83,92239,92605,['WP_000625658.1'],['ftsL'],['cell division protein FtsL'],1
84,92620,94387,['WP_000642208.1'],['ftsI'],['peptidoglycan glycosyltransferase FtsI'],1
85,94373,95861,['WP_000775100.1'],['murE'],"['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase']",1
86,95857,97216,['WP_000626681.1'],['murF'],['UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase'],1
87,97209,98292,['WP_000964131.1'],['mraY'],['phospho-N-acetylmuramoyl-pentapeptide- transferase'],1
88,98294,99611,['WP_000796460.1'],['murD'],['UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase'],1
89,99610,100855,['WP_001295532.1'],['ftsW'],['cell division protein FtsW'],1
90,100851,101919,['WP_000016564.1'],['murG'],['undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase'],1
91,101972,103448,['WP_001096048.1'],['murC'],['UDP-N-acetylmuramate--L-alanine ligase'],1
92,103440,104361,['WP_000130042.1'],['ddlB'],['D-alanine--D-alanine ligase'],1
93,104362,105193,['WP_000075744.1'],['ftsQ'],['cell division protein FtsQ'],1
94,105189,106452,['WP_000588474.1'],['ftsA'],['cell division protein FtsA'],1
95,106512,107664,['WP_000462776.1'],['ftsZ'],['cell division protein FtsZ'],1
96,107764,108682,['WP_000595482.1'],['lpxC'],['UDP-3-O-acyl-N-acetylglucosamine deacetylase'],1
97,108911,109424,['WP_000014320.1'],['secM'],['secA regulator SecM'],1
98,109485,112191,['WP_000905803.1'],['secA'],['preprotein translocase subunit SecA'],1
99,112250,112649,['WP_000736045.1'],['mutT'],['8-oxo-dGTP diphosphatase MutT'],1
100,112736,112934,['WP_000005042.1'],['yacG'],['DNA gyrase inhibitor YacG'],-1
101,112943,113687,['WP_001194731.1'],['zapD'],['cell division protein ZapD'],-1
102,113686,114307,['WP_001269524.1'],['coaE'],['dephospho-CoA kinase'],-1
103,114331,114376,['WP_120795372.1'],,['protein YacM'],1
104,114531,115575,['WP_001217338.1'],['guaC'],['GMP reductase'],1
105,115609,116812,['WP_000157292.1'],['hofC'],['protein transport protein HofC'],-1
106,116801,118187,['WP_001025178.1'],['gspE'],['type II secretion system protein GspE'],-1
107,118196,118637,['WP_000360891.1'],['ppdD'],['prepilin peptidase-dependent pilin'],-1
108,118840,119734,['WP_001135168.1'],['nadC'],['carboxylating nicotinate-nucleotide diphosphorylase'],-1
109,119821,120373,['WP_000923726.1'],['ampD'],"['1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD']",1
110,120369,121224,['WP_000172010.1'],['ampE'],['beta-lactamase regulator AmpE'],1
111,121266,122637,['WP_000399017.1'],['aroP'],['aromatic amino acid transporter AroP'],-1
112,123164,124946,['WP_000502511.1'],['hcp'],['type VI secretion system tube protein Hcp'],1
113,124951,125242,['WP_001519352.1'],,['bacteriocin immunity protein'],1
114,125400,125637,['WP_001304492.1'],,['HNH endonuclease'],1
115,125639,125933,['WP_000471926.1'],,['bacteriocin immunity protein'],1
116,126090,126330,['WP_001337679.1'],,['hypothetical protein'],1
117,126330,126621,['WP_000282228.1'],,['bacteriocin immunity protein'],1
118,127076,127841,['WP_000331776.1'],['pdhR'],['pyruvate dehydrogenase complex transcriptional repressor PdhR'],1
119,128001,130665,['WP_000003823.1'],['aceE'],"['pyruvate dehydrogenase (acetyl-transferring), homodimeric type']",1
120,130679,132572,['WP_000963500.1'],['aceF'],['pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase'],1
121,132779,134204,['WP_000102485.1'],['lpdA'],['dihydrolipoyl dehydrogenase'],1
122,134445,136191,['WP_000784451.1'],,['DUF3300 domain-containing protein'],-1
123,136545,139143,['WP_001295775.1'],['acnB'],['bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase'],1
124,139317,139680,['WP_000384306.1'],,['YacL family protein'],1
125,139717,140512,['WP_000734301.1'],['speD'],['adenosylmethionine decarboxylase'],-1
126,140527,141394,['WP_000818414.1'],['speE'],['polyamine aminopropyltransferase'],-1
127,141499,141847,['WP_001295568.1'],,['YacC family pilotin-like protein'],-1
128,142012,143563,['WP_001189641.1'],['cueO'],['multicopper oxidase CueO'],1
129,143827,146218,['WP_001298426.1'],['gcd'],['quinoprotein glucose dehydrogenase'],-1
130,146423,146960,['WP_000683335.1'],['hpt'],['hypoxanthine phosphoribosyltransferase'],1
131,147000,147663,['WP_000651600.1'],['can'],['carbonate dehydratase'],-1
132,147771,148698,['WP_000150638.1'],,['ABC transporter ATP-binding protein'],1
133,148694,149465,['WP_000972203.1'],,['ABC transporter permease'],1
134,149569,150010,['WP_000901995.1'],,['PTS sugar transporter subunit IIA'],1
135,150073,151303,['WP_000277856.1'],,['polysaccharide deacetylase family protein'],1
136,151306,151687,['WP_000621515.1'],['panD'],['aspartate 1-decarboxylase'],-1
137,151960,152845,['WP_000339904.1'],['rpnC'],['recombination-promoting nuclease RpnC'],1
138,152926,153778,['WP_000905380.1'],['panC'],['pantoate--beta-alanine ligase'],-1
139,153789,154584,['WP_000805441.1'],['panB'],['3-methyl-2-oxobutanoate hydroxymethyltransferase'],-1
140,154695,155958,['WP_000846620.1'],,['fimbrial-like adhesin'],-1
141,156007,156604,['WP_001247914.1'],,['fimbrial protein'],-1
142,156630,157239,['WP_001298424.1'],['yadL'],['fimbrial-like protein YadL'],-1
143,157250,157817,['WP_000591066.1'],,['fimbrial protein'],-1
144,157833,160422,['WP_000153318.1'],,['outer membrane usher protein'],-1
145,160456,161197,['WP_000465919.1'],,['fimbrial chaperone'],-1
146,161305,161896,['WP_001314434.1'],,['fimbrial protein'],-1
147,162259,162739,['WP_000215151.1'],['folK'],['2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase'],-1
148,162735,164154,['WP_000174629.1'],['pcnB'],['polynucleotide adenylyltransferase PcnB'],-1
149,164192,165119,['WP_000937401.1'],['gluQRS'],['tRNA glutamyl-Q(34) synthetase GluQRS'],-1
150,165155,165611,['WP_001155227.1'],['dksA'],['RNA polymerase-binding protein DksA'],-1
151,165788,166493,['WP_000396051.1'],['sfsA'],['DNA/RNA nuclease SfsA'],-1
152,166507,167038,['WP_001294702.1'],['thpR'],"[""RNA 2',3'-cyclic phosphodiesterase""]",-1
153,167111,169541,['WP_001445374.1'],['hrpB'],['ATP-dependent helicase HrpB'],1
154,169634,172169,['WP_000918175.1'],['mrcB'],['bifunctional glycosyl transferase/transpeptidase'],1
155,172388,174632,,['fhuA'],['ferrichrome porin FhuA'],1
156,174682,175480,['WP_001158929.1'],['fhuC'],['Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC'],1
157,175479,176370,['WP_001295787.1'],['fhuD'],['Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD'],1
158,176366,178349,['WP_000044118.1'],['fhuB'],['Fe(3+)-hydroxamate ABC transporter permease FhuB'],1
159,178383,179664,['WP_000045295.1'],['hemL'],"['glutamate-1-semialdehyde 2,1-aminomutase']",-1
160,179888,181310,['WP_000845407.1'],['clcA'],['H(+)/Cl(-) exchange transporter ClcA'],1
161,181333,181399,['WP_120795373.1'],,['protein YadW'],1
162,181391,181736,['WP_001295564.1'],['erpA'],['iron-sulfur cluster insertion protein ErpA'],1
163,181782,182406,['WP_000964221.1'],,['TRIC cation channel family protein'],-1
164,182443,183244,['WP_001129927.1'],['btuF'],['vitamin B12 ABC transporter substrate-binding protein BtuF'],-1
165,183236,183935,['WP_000689844.1'],['mtnN'],"[""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase""]",-1
166,184018,185536,['WP_000057086.1'],['dgt'],['dGTPase'],1
167,185665,187090,['WP_000753936.1'],['degP'],['serine endoprotease DegP'],1
168,187244,188402,['WP_000929439.1'],['cdaR'],['DNA-binding transcriptional regulator CdaR'],1
169,188454,188841,['WP_000272188.1'],,['DUF3461 family protein'],-1
170,189159,189984,['WP_001186656.1'],['dapD'],"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase']",-1
171,190014,192687,['WP_001094557.1'],['glnD'],['bifunctional uridylyltransferase/uridylyl-removing protein GlnD'],-1
172,192748,193543,['WP_001018194.1'],['map'],['type I methionyl aminopeptidase'],-1
173,193910,194636,['WP_000246882.1'],['rpsB'],['30S ribosomal protein S2'],1
174,194770,195622,['WP_000818114.1'],['tsf'],['elongation factor Ts'],1
175,195768,196494,['WP_000224573.1'],['pyrH'],['UMP kinase'],1
176,196643,197201,['WP_000622418.1'],['frr'],['ribosome recycling factor'],1
177,197292,198489,['WP_000811928.1'],['ispC'],['1-deoxy-D-xylulose-5-phosphate reductoisomerase'],1
178,198677,199436,['WP_001295562.1'],['ispU'],"['(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase']",1
179,199448,200306,['WP_000922441.1'],['cdsA'],['phosphatidate cytidylyltransferase'],1
180,200317,201670,['WP_001298422.1'],['rseP'],['sigma E protease regulator RseP'],1
181,201699,204132,['WP_001240896.1'],['bamA'],['outer membrane protein assembly factor BamA'],1
182,204253,204739,['WP_000758956.1'],['skp'],['molecular chaperone Skp'],1
183,204742,205768,['WP_001139275.1'],['lpxD'],['UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase'],1
184,205872,206328,['WP_000210739.1'],['fabZ'],['3-hydroxyacyl-ACP dehydratase FabZ'],1
185,206331,207120,['WP_000565966.1'],['lpxA'],['acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase'],1
186,207119,208268,['WP_000139678.1'],['lpxB'],['lipid-A-disaccharide synthase'],1
187,208264,208861,['WP_000569423.1'],['rnhB'],['ribonuclease HII'],1
188,208897,212380,['WP_001294798.1'],['dnaE'],['DNA polymerase III subunit alpha'],1
189,212392,213352,['WP_000055741.1'],['accA'],['acetyl-CoA carboxylase carboxyl transferase subunit alpha'],1
190,213449,215591,['WP_001021003.1'],['ldcC'],['lysine decarboxylase LdcC'],1
191,215647,216037,['WP_000901082.1'],,['VOC family protein'],1
192,216101,217400,['WP_000176516.1'],['tilS'],['tRNA lysidine(34) synthetase TilS'],1
193,217448,217709,['WP_000062305.1'],['rof'],['Rho-binding antiterminator'],-1
194,217695,217896,['WP_000417058.1'],,['YaeP family protein'],-1
195,218061,218607,['WP_001185283.1'],,['YaeQ family protein'],1
196,218603,219026,['WP_000635528.1'],['arfB'],['aminoacyl-tRNA hydrolase'],1
197,219039,219750,['WP_000239184.1'],['nlpE'],['envelope stress response activation lipoprotein NlpE'],1
198,219905,220730,['WP_000360461.1'],,['YaeF family permuted papain-like enzyme'],-1
199,220782,222501,['WP_001260694.1'],['proS'],['proline--tRNA ligase'],-1
200,222611,223319,['WP_000094007.1'],['tsaA'],['tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO'],-1
201,223315,223720,['WP_001202329.1'],['rcsF'],['Rcs stress response system protein RcsF'],-1
202,223837,224653,['WP_000874226.1'],['metQ'],['methionine ABC transporter substrate-binding lipoprotein MetQ'],-1
203,224692,225346,['WP_001294600.1'],['metI'],['methionine ABC transporter permease MetI'],-1
204,225338,226370,['WP_000594009.1'],['metN'],['methionine ABC transporter ATP-binding protein MetN'],-1
205,226557,227130,['WP_001140178.1'],['gmhB'],"['D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase']",1
206,232879,233683,['WP_000997016.1'],['dkgB'],"['2,5-didehydrogluconate reductase DkgB']",1
207,233679,234594,['WP_000648548.1'],,['LysR family transcriptional regulator'],-1
208,234834,235635,['WP_001230983.1'],,['endonuclease/exonuclease/phosphatase family protein'],1
209,235712,236483,['WP_000211718.1'],,['class I SAM-dependent methyltransferase'],1
210,236531,237890,['WP_000644685.1'],['mltD'],['murein transglycosylase D'],-1
211,237961,238717,['WP_001052743.1'],['gloB'],['hydroxyacylglutathione hydrolase'],-1
212,238750,239473,['WP_001295200.1'],,['class I SAM-dependent methyltransferase'],1
213,239469,239937,['WP_000917867.1'],['rnhA'],['ribonuclease HI'],-1
214,240001,240733,['WP_001298181.1'],['dnaQ'],['DNA polymerase III subunit epsilon'],1
215,241271,242057,['WP_001049698.1'],,['hypothetical protein'],1
216,242396,242876,['WP_000013181.1'],,['Hcp family type VI secretion system effector'],-1
217,242893,244252,['WP_000069182.1'],,['type VI secretion system ImpA family N-terminal domain-containing protein'],-1
218,244262,247727,['WP_122987846.1'],['tssM'],['type VI secretion system membrane subunit TssM'],-1
219,247806,249249,['WP_001298176.1'],['tssA'],['type VI secretion system protein TssA'],-1
220,249253,249997,['WP_000088600.1'],['tagO'],['type VI secretion system-associated protein TagO'],-1
221,249993,252756,['WP_000614307.1'],['tssH'],['type VI secretion system ATPase TssH'],-1
222,252765,253530,['WP_001282177.1'],,['type IVB secretion system protein IcmH/DotU'],-1
223,253534,254881,['WP_000224517.1'],['tssK'],['type VI secretion system baseplate subunit TssK'],-1
224,254883,255408,['WP_001013423.1'],['tssJ'],['type VI secretion system lipoprotein TssJ'],-1
225,255404,256697,['WP_000433567.1'],['tagH'],['type VI secretion system-associated FHA domain protein TagH'],-1
226,256701,257751,['WP_000896716.1'],['tssG'],['type VI secretion system baseplate subunit TssG'],-1
227,257714,259556,['WP_000863399.1'],['tssF'],['type VI secretion system baseplate subunit TssF'],-1
228,259561,259987,['WP_001189667.1'],['tssE'],['type VI secretion system baseplate subunit TssE'],-1
229,259991,261476,['WP_000111582.1'],['tssC'],['type VI secretion system contractile sheath large subunit'],-1
230,261498,262002,['WP_000041480.1'],['tssB'],['type VI secretion system contractile sheath small subunit'],-1
231,262707,263226,['WP_001142963.1'],,['Hcp family type VI secretion system effector'],1
232,263446,265789,['WP_000053625.1'],['tssI'],['type VI secretion system tip protein VgrG'],1
233,265870,266767,['WP_106372441.1'],,['hypothetical protein'],1
234,266815,267445,['WP_042020151.1'],,['hypothetical protein'],1
235,267818,268496,,,['ISAs1 family transposase'],1
236,268475,268748,['WP_048948244.1'],,['type VI secretion system PAAR protein'],1
237,268766,270749,['WP_000053645.1'],,['type VI secretion system tip protein VgrG'],1
238,270855,271902,['WP_000571854.1'],,['DUF2169 domain-containing protein'],1
239,271894,273334,['WP_000528852.1'],,['DUF4150 domain-containing protein'],1
240,273308,273599,['WP_000513317.1'],,['hypothetical protein'],1
241,273856,274621,,,['ISAs1 family transposase'],1
242,274849,275353,['WP_000227714.1'],,['hypothetical protein'],1
243,275446,275935,['WP_001298174.1'],,['integrating conjugative element protein'],1
244,275960,276155,,,['transposase'],1
245,276205,276976,['WP_001118011.1'],['yafV'],['2-oxoglutaramate amidase'],-1
246,277156,277603,['WP_001308392.1'],['ivy'],['Ivy family C-type lysozyme inhibitor'],1
247,277645,280090,['WP_000973130.1'],['fadE'],['acyl-CoA dehydrogenase FadE'],-1
248,280329,280908,['WP_000284050.1'],['lpcA'],['D-sedoheptulose 7-phosphate isomerase'],1
249,281112,281880,['WP_000333380.1'],,['class II glutamine amidotransferase'],1
250,281850,282591,['WP_001225679.1'],,"['murein L,D-transpeptidase']",-1
251,282902,283652,['WP_000093934.1'],,['C40 family peptidase'],1
252,283827,284325,['WP_000006238.1'],['rayT'],['REP-associated tyrosine transposase RayT'],1
253,284319,284664,['WP_137486338.1'],,['hypothetical protein'],-1
254,284742,286455,,,['flagellar biosynthesis protein FlhA'],-1
255,286426,287212,['WP_000207578.1'],['lafU'],['putative lateral flagellar export/assembly protein LafU'],1
256,287282,288338,['WP_001226167.1'],['dinB'],['DNA polymerase IV'],1
257,288389,288683,['WP_000554755.1'],['yafN'],['type I toxin-antitoxin system antitoxin YafN'],1
258,288685,289084,['WP_001263501.1'],['yafO'],['type II toxin-antitoxin system mRNA interferase toxin YafO'],1
259,289093,289546,['WP_001059867.1'],,['GNAT family N-acetyltransferase'],1
260,289862,291002,['WP_000521551.1'],,['RNA ligase RtcB family protein'],1
261,290998,291613,['WP_000602135.1'],,['peptide chain release factor H'],1
262,291669,293127,['WP_001292999.1'],['pepD'],['cytosol nonspecific dipeptidase'],-1
263,293387,293846,['WP_001291991.1'],['gpt'],['xanthine phosphoribosyltransferase'],1
264,293937,295182,['WP_000189573.1'],['frsA'],['esterase FrsA'],1
265,295239,295641,['WP_000174684.1'],['crl'],['sigma factor-binding protein Crl'],1
266,295679,296735,['WP_000749898.1'],['phoE'],['phosphoporin PhoE'],-1
267,297023,298127,['WP_001285288.1'],['proB'],['glutamate 5-kinase'],1
268,298138,299392,['WP_000893298.1'],['proA'],['glutamate-5-semialdehyde dehydrogenase'],1
269,299736,300075,['WP_000772639.1'],,['DUF4102 domain-containing protein'],1
270,300509,301004,['WP_001059463.1'],,['MarR family transcriptional regulator'],-1
271,301159,305290,['WP_001034006.1'],['vat'],['vacuolating autotransporter toxin Vat'],-1
272,305882,306576,,,['IS1 family transposase'],1
273,307399,308014,['WP_001019923.1'],,['YagU family protein'],1
274,308087,308251,,,['tail fiber assembly protein'],1
275,308262,308592,['WP_001335188.1'],,['YkgJ family cysteine cluster protein'],-1
276,308898,309609,['WP_001295798.1'],['ecpE'],['fimbrial chaperone EcpE'],-1
277,309577,311221,['WP_001265646.1'],['ecpD'],['fimbrial adhesin EcpD'],-1
278,311210,313736,['WP_001131120.1'],['ecpC'],['fimbrial usher EcpC'],-1
279,313761,314430,['WP_014640100.1'],['ecpB'],['fimbrial chaperone EcpB'],-1
280,314486,315074,['WP_000730982.1'],['ecpA'],['common pilus major fimbrillin subunit EcpA'],-1
281,315148,315691,['WP_000389022.1'],['ecpR'],['ECP biosynthesis operon DNA-binding transcriptional regulator EcpR'],-1
282,316514,316705,,,['hypothetical protein'],1
283,316774,316915,['WP_000866436.1'],['rpmJ'],['type B 50S ribosomal protein L36'],-1
284,316914,317178,['WP_000803998.1'],,['type B 50S ribosomal protein L31'],-1
285,317542,317644,['WP_000662258.1'],,['hypothetical protein'],-1
286,318116,319259,['WP_000182341.1'],,['NADH-dependent flavin oxidoreductase'],-1
287,319430,320351,['WP_000860032.1'],,['alpha/beta hydrolase'],-1
288,320507,321434,['WP_001304867.1'],,['LysR family transcriptional regulator'],1
289,321633,322527,['WP_000910711.1'],,['LysR family transcriptional regulator'],1
290,322557,323547,['WP_001172293.1'],,['aldo/keto reductase'],-1
291,323573,324425,['WP_001174452.1'],,['aldo/keto reductase'],-1
292,324990,329241,['WP_000092539.1'],['fdeC'],['intimin-like adhesin FdeC'],1
293,329365,330223,['WP_000620995.1'],,['helix-turn-helix domain-containing protein'],-1
294,330470,331340,['WP_001295799.1'],,['aldo/keto reductase'],1
295,331499,332093,['WP_001298546.1'],['rclC'],['reactive chlorine species resistance protein RclC'],-1
296,332104,332341,['WP_000474088.1'],,['DUF1471 domain-containing protein'],-1
297,332449,333775,['WP_001046332.1'],,['pyridine nucleotide-disulfide oxidoreductase'],-1
298,334001,334856,['WP_001304864.1'],['rclR'],['DNA-binding transcriptional regulator RclR'],1
299,335382,336102,['WP_001102123.1'],,['(Fe-S)-binding protein'],1
300,336112,337540,['WP_014640101.1'],,['iron-sulfur cluster-binding protein'],1
301,337532,338228,['WP_000370406.1'],,['lactate utilization protein C'],1
302,338468,339137,['WP_000003134.1'],,['hypothetical protein'],-1
303,339318,340512,['WP_075211011.1'],,['autotransporter outer membrane beta-barrel domain-containing protein'],-1
304,340731,341781,,,['autotransporter outer membrane beta-barrel domain-containing protein'],-1
305,341822,342584,['WP_001213044.1'],['hyxA'],['protein HyxA'],-1
306,342737,343532,['WP_014640102.1'],['hyxR'],['LuxR family transcriptional regulator HyxR'],-1
307,343861,344425,['WP_001295805.1'],['ipbA'],['tyrosine-type DNA invertase IpbA'],-1
308,345510,347181,['WP_001159143.1'],['betA'],['choline dehydrogenase'],-1
309,347194,348667,['WP_001313611.1'],['betB'],['betaine-aldehyde dehydrogenase'],-1
310,348680,349268,['WP_001313612.1'],['betI'],['transcriptional regulator BetI'],-1
311,349396,351430,['WP_000131041.1'],['betT'],['choline BCCT transporter BetT'],1
312,352307,353396,['WP_001295808.1'],['pdeL'],['DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL'],1
313,353437,354370,['WP_001084388.1'],,['LysR family transcriptional regulator'],-1
314,354461,354959,['WP_001013867.1'],,['DUF1097 domain-containing protein'],-1
