,Start,End,Protein_ID,Gene,Product,Strand
33,25433,26987,,,"['Integrase, catalytic region']",-1
34,27431,27623,,,"['Uncharacterized transcriptional regulator YozG, Cro/CI family']",-1
35,27674,28247,,,['hypothetical protein'],-1
36,28508,29003,,,"['transmembrane protein, distant homology with ydbS']",1
37,29002,30508,,,"['transmembrane protein, distant homology with ydbT']",1
38,30538,30649,,,[''],1
39,30859,31870,,,['hypothetical protein'],1
40,33050,33284,,,[''],1
41,33270,33840,,,['hypothetical protein'],1
42,33887,34502,,,[''],1
43,34604,35021,,,"['acetyltransferase, GNAT family']",-1
44,35057,35405,,,['DUF488 family protein SAV0238'],-1
45,35461,35638,,,[''],-1
46,35940,37026,,,"['ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates)']",1
47,37116,37896,,,"['ABC transporter, ATP-binding protein (cluster 12, methionine/phosphonates)']",1
48,37888,38701,,,"['ABC transporter, permease protein (cluster 12, methionine/phosphonates)']",1
49,38715,39522,,,"['ABC transporter, permease protein (cluster 12, methionine/phosphonates)']",1
50,39582,41157,,,"[""2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)""]",-1
51,41277,41718,,,['Universal stress protein family'],-1
52,41886,42858,,,['cation antiporter (Na+/Ca2+)'],-1
53,43115,44693,,,['Glycine betaine transporter OpuD'],-1
54,44977,46033,,,"['TRAP transporter solute receptor, unknown substrate 1']",1
55,46019,46595,,,['hypothetical protein'],1
56,46697,48941,,,"['TRAP-type uncharacterized transport system, fused permease component']",1
57,49037,49469,,,[''],1
58,49566,50301,,,"['Oxidoreductase, short-chain dehydrogenase/reductase family']",1
59,50412,51132,,,['N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)'],1
60,51199,52237,,,"['Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like']",1
61,52319,52976,,,['Spore germination protein GerD'],-1
62,53119,53806,,,['KinB signaling pathway activation protein'],1
63,53880,54642,,,['hypothetical protein'],-1
64,54722,54932,,,[''],1
65,54925,55153,,,[''],1
66,61645,61762,,,[''],-1
67,61820,62996,,,['Mobile element protein'],1
68,63099,63243,,,[''],-1
69,63377,63527,,,[''],-1
70,63712,64612,,,['Arginase (EC 3.5.3.1)'],1
71,64790,65369,,,['RNA polymerase sigma factor RpoE'],1
72,65373,65988,,,['hypothetical protein'],1
73,66151,66973,,,['Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain'],1
74,66965,68207,,,[''],1
75,68229,69576,,,['Phosphoglucosamine mutase (EC 5.4.2.10)'],1
76,69959,71762,,,['Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)'],1
77,71959,73381,,,[''],1
78,73739,74678,,,[''],1
79,75411,76173,,,['Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)'],1
80,76255,76693,,,[''],1
81,76816,77938,,,['DNA-binding response regulator ResD'],1
82,77987,78494,,,[''],1
83,78494,79292,,,[''],1
84,79683,80220,,,['hypothetical protein'],1
85,80267,81278,,,[''],1
86,81499,82633,,,[''],1
87,82651,83023,,,[''],1
88,83052,83505,,,[''],1
89,83792,85622,,,['Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnB'],1
90,85708,86599,,,['23S rRNA (guanine(748)-N(1))-methyltransferase (EC 2.1.1.188)'],1
91,87135,87852,,,[''],1
92,87896,88091,,,[''],-1
93,88298,88643,,,[''],1
94,88865,89084,,,[''],1
95,89789,90236,,,[''],-1
96,90478,90730,,,[''],1
97,91295,91883,,,"['Cytoplasmic thiamin-binding component of thiamin ABC transporter, COG0011 family']",-1
98,92139,93117,,,['GMP reductase (EC 1.7.1.7)'],-1
99,93291,93558,,,[''],1
100,93544,93955,,,[''],1
101,94036,95296,,,['Uncharacterized MFS-type transporter YxiO'],-1
102,95487,96060,,,['Uncharacterized protein SAV1929'],1
103,96309,96588,,,[''],1
104,96616,96979,,,[''],1
105,97002,97209,,,['Predicted nucleic-acid-binding protein containing a Zn-ribbon domain'],1
106,97299,97479,,,[''],1
107,97650,98418,,,['Probable iron export permease protein FetB'],-1
108,98414,99140,,,[''],-1
109,99442,99604,,,[''],1
110,99646,100432,,,['Tryptophan synthase alpha chain (EC 4.2.1.20)'],-1
111,100424,101630,,,['Tryptophan synthase beta chain (EC 4.2.1.20)'],-1
112,101626,102244,,,['Phosphoribosylanthranilate isomerase (EC 5.3.1.24)'],-1
113,102233,103028,,,['Indole-3-glycerol phosphate synthase (EC 4.1.1.48)'],-1
114,103029,104052,,,['Anthranilate phosphoribosyltransferase (EC 2.4.2.18)'],-1
115,104522,104648,,,[''],1
116,104925,105588,,,[''],1
117,105784,106096,,,"['Repetitive hypothetical protein in ESAT cluster, COG4495']",1
118,106120,106528,,,[''],1
119,106689,107097,,,['UPF0047 protein Bsu YugU'],-1
120,107156,108023,,,['Carboxylesterase (EC 3.1.1.1)'],1
121,108292,108619,,,[''],-1
122,108633,108963,,,['Protein secretion chaperonin CsaA'],-1
123,109063,109642,,,[''],-1
124,109783,110764,,,"['Rhodanese domain protein UPF0176, Firmicutes subgroup']",1
125,110845,111166,,,[''],-1
126,111294,111945,,,['hypothetical protein'],1
127,112133,112559,,,['Uncharacterized protein YrkC'],-1
128,112638,113037,,,[''],-1
129,113183,113819,,,"['Transcriptional regulator, AcrR family']",1
130,113832,114732,,,"['Efflux ABC transporter, ATP-binding protein']",1
131,114728,116327,,,"['Efflux ABC transporter, permease protein']",1
132,116415,117291,,,"['Oxidoreductase, short-chain dehydrogenase/reductase family']",1
133,117420,117747,,,"['Transcriptional regulator, PadR family']",1
134,117743,118469,,,['hypothetical protein'],1
135,118949,120077,,,['hypothetical protein'],-1
136,120217,121159,,,[''],-1
137,121527,121677,,,[''],1
138,121707,123129,,,['Amidase family protein'],1
139,123177,123627,,,[''],-1
140,123815,124196,,,"['Transcriptional regulator, GntR family']",1
141,124192,125089,,,"['Efflux ABC transporter, ATP-binding protein']",1
142,125075,125819,,,[''],1
143,125815,126523,,,['hypothetical protein'],1
144,126823,126961,,,[''],1
145,127190,127388,,,['Cold shock protein of CSP family'],-1
146,127624,128770,,,['PBS lyase HEAT-like repeat domain protein'],-1
147,128998,129259,,,[''],1
148,129267,129930,,,"['putative membrane-associated phospholipid phosphatase, PAP2 superfamily']",1
149,130014,130839,,,[''],1
150,130835,131105,,,[''],-1
151,131201,131486,,,[''],1
152,131482,131653,,,[''],1
153,131671,131848,,,[''],1
154,131903,132176,,,[''],1
155,132348,132657,,,[''],-1
156,132886,133504,,,['Uncharacterized Nudix hydrolase NudL'],-1
157,133601,133763,,,[''],1
158,134112,134277,,,[''],-1
159,134474,134684,,,"['Transcriptional regulator, Xre family']",1
160,134695,134986,,,[''],1
161,135005,135641,,,[''],1
162,135641,135872,,,[''],1
163,135915,136431,,,[''],-1
164,136740,137430,,,['alternate gene name: ipa-62r'],-1
165,137706,138456,,,['Coproheme decarboxylase HemQ (no EC)'],-1
166,138582,139407,,,['Octanoyl-[GcvH]:protein N-octanoyltransferase (EC 2.3.1.204)'],-1
167,139518,140505,,,[''],1
168,140796,142050,,,[''],-1
169,142258,143557,,,"['dNTP triphosphohydrolase, broad substrate specificity']",1
170,143569,144070,,,['Uncharacterized protein YwgA'],1
171,144083,144260,,,[''],1
172,144346,144652,,,[''],-1
173,144709,145237,,,['Superoxide dismutase [Fe] (EC 1.15.1.1)'],-1
174,145283,146720,,,['Integral membrane protein'],1
175,146764,147661,,,['Protease HtpX'],-1
176,147808,149092,,,"['Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase']",1
177,149126,149294,,,[''],1
178,149576,150434,,,[''],1
179,150614,150869,,,[''],1
180,151074,152013,,,"['Uncharacterized iron compound ABC uptake transporter, substrate-binding protein']",-1
181,152045,152804,,,"['Uncharacterized iron compound ABC uptake transporter, ATP-binding protein']",-1
182,152800,153745,,,"['Uncharacterized iron compound ABC uptake transporter, permease protein']",-1
183,153737,154688,,,"['Uncharacterized iron compound ABC uptake transporter, permease protein']",-1
184,155198,155525,,,['Uncharacterized cysteine-rich DUF326 protein bsYhjQ/STM1261'],-1
185,155662,156703,,,['Choloylglycine hydrolase (EC 3.5.1.24)'],1
186,156756,156870,,,[''],1
187,156857,157820,,,"['Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)']",1
188,157921,158491,,,['hypothetical protein'],1
189,158754,159408,,,[''],1
190,159518,160853,,,['Serine hydroxymethyltransferase (EC 2.1.2.1)'],-1
191,160865,161516,,,"['Transcriptional regulator, GntR family']",-1
192,161657,162542,,,['Nicotinamidase (EC 3.5.1.19)'],1
193,162632,163322,,,['Aspartate racemase (EC 5.1.1.13)'],1
194,163360,163465,,,[''],-1
195,163667,165626,,,['Aconitate hydratase (EC 4.2.1.3)'],1
196,165664,165841,,,[''],1
197,166023,166929,,,[''],1
198,167617,168241,,,['UPF0126 membrane protein YvgT'],1
199,168506,168740,,,[''],1
200,168764,169250,,,['Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)'],1
201,169250,170885,,,['Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)'],1
202,170933,171422,,,[''],-1
203,171557,172016,,,[''],1
204,172165,173644,,,['Catalase KatE (EC 1.11.1.6)'],-1
205,173916,174294,,,['RidA/YER057c/UK114 superfamily protein'],-1
206,174337,175228,,,['Cobalt-zinc-cadmium resistance protein'],-1
207,175574,175904,,,[''],1
208,176053,176872,,,[''],1
209,177020,178850,,,"['Efflux ABC transporter, permease/ATP-binding protein YfiC']",-1
210,178842,180570,,,"['Efflux ABC transporter, permease/ATP-binding protein YfiB']",-1
211,180769,181057,,,[''],1
212,181075,181936,,,"[""DNA polymerase I 5'-3' exonuclease domain""]",1
213,181956,182121,,,[''],1
214,182556,183033,,,['Thioredoxin'],-1
215,183035,183458,,,['Disulphide bond formation protein DsbB'],-1
216,183581,184349,,,[''],1
217,184371,185664,,,['Arsenite/antimonite:H+ antiporter ArsB'],1
218,185679,186096,,,"['Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family']",1
219,186219,186663,,,[''],1
220,187025,187241,,,['Copper chaperone'],1
221,187256,187463,,,[''],1
222,187484,189380,,,"['Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)']",1
223,189761,190478,,,"['transcriptional regulator, Crp/Fnr family']",1
224,190536,191463,,,['hypothetical protein'],-1
225,191511,192009,,,[''],-1
226,192259,192508,,,[''],1
227,192609,193386,,,[''],-1
228,193646,193844,,,['Cold shock protein of CSP family'],1
229,193872,194007,,,[''],1
230,194453,196052,,,['Catalase KatE (EC 1.11.1.6)'],-1
231,196263,196686,,,['Organic hydroperoxide resistance protein'],1
232,196767,197508,,,[''],1
233,197656,198019,,,[''],-1
234,198141,198789,,,['Uncharacterized protein YabE'],-1
235,199181,199754,,,['NADPH-dependent FMN reductase family protein'],1
236,199866,200109,,,[''],-1
237,200222,200993,,,['Enoyl-CoA hydratase (EC 4.2.1.17)'],-1
238,200992,202252,,,[''],-1
239,202680,203682,,,"['Vitamin B12 ABC transporter, substrate-binding protein BtuF']",1
240,203685,204744,,,"['Vitamin B12 ABC transporter, permease component BtuC']",1
241,205002,205776,,,"['Vitamin B12 ABC transporter, ATPase component BtuD']",1
242,205850,206675,,,[''],1
243,206785,207313,,,[''],1
244,207354,209139,,,['Oligoendopeptidase F-like protein'],-1
245,209722,210403,,,['hypothetical protein'],-1
246,210427,211432,,,['Luciferase-like monooxygenase YhbW'],-1
247,211551,211884,,,[''],1
248,211930,212176,,,['hypothetical protein'],-1
249,212542,212812,,,['General stress protein'],1
250,212926,213079,,,['General stress protein'],1
251,213163,213775,,,['unknown conserved protein in others'],-1
252,213953,214193,,,[''],1
253,214266,214542,,,[''],1
254,214674,215520,,,['hypothetical protein'],-1
255,215535,216441,,,['Permease of the drug/metabolite transporter (DMT) superfamily'],-1
256,216470,217067,,,['Rhomboid family protein'],-1
257,217237,218593,,,['Mobile element protein'],1
258,218718,219087,,,['Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)'],1
259,219251,220274,,,['outer membrane lipoprotein receptor'],1
260,220863,221997,,,['Alanine racemase (EC 5.1.1.1)'],1
261,222131,222407,,,['Programmed cell death antitoxin YdcD'],1
262,222412,222763,,,['Programmed cell death toxin YdcE'],1
263,223024,223900,,,['RsbT co-antagonist protein RsbRA'],1
264,223905,224265,,,"['RsbS, negative regulator of sigma-B']",1
265,224264,224666,,,['Anti-sigma B factor RsbT'],1
266,224679,225693,,,"['Serine phosphatase RsbU, regulator of sigma subunit']",1
267,225757,226084,,,['Anti-sigma B factor antagonist RsbV'],1
268,226083,226563,,,['Serine-protein kinase RsbW (EC 2.7.11.1)'],1
269,226534,227323,,,['RNA polymerase sigma factor SigB'],1
270,227319,227925,,,[''],1
271,228040,230203,,,['Transcription accessory protein (S1 RNA-binding domain)'],1
272,230206,230320,,,['hypothetical protein'],-1
273,230411,230852,,,['Putative metallopeptidase (Zinc) SprT family'],1
274,230958,231075,,,[''],-1
275,237811,238768,,,['Thiamine-monophosphate kinase (EC 2.7.4.16)'],1
276,238783,239233,,,['tRNA threonylcarbamoyladenosine biosynthesis protein TsaE'],1
277,239229,239928,,,['tRNA threonylcarbamoyladenosine biosynthesis protein TsaB'],1
278,239911,240370,,,['Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.128)'],1
279,240370,241381,,,['N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)'],1
280,241699,243637,,,['Bis-ABC ATPase YheS'],-1
281,243724,244354,,,['Redox-sensing transcriptional repressor Rex'],1
282,244390,245800,,,['Uncharacterized MFS-type transporter'],1
283,246002,246137,,,[''],-1
284,246380,246584,,,[''],-1
285,246587,247304,,,['CAAX amino terminal protease family protein'],-1
286,247553,247838,,,['Heat shock protein 10 kDa family chaperone GroES'],1
287,247877,249509,,,['Heat shock protein 60 kDa family chaperone GroEL'],1
288,250101,250872,,,"['Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, gamma subunit']",1
289,250892,252644,,,"['Gluconate 2-dehydrogenase (EC 1.1.99.3), membrane-bound, flavoprotein']",1
290,252802,253375,,,"['Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center']",1
291,254493,254850,,,[''],-1
292,254955,255297,,,[''],1
293,255659,255788,,,[''],1
294,255884,256097,,,[''],-1
295,256218,256446,,,[''],-1
296,256823,257780,,,['FIG022979: MoxR-like ATPases'],1
297,257781,259047,,,['FIG002343: hypothetical protein'],1
298,259046,261251,,,"['FIG001454: Transglutaminase-like enzymes, putative cysteine proteases']",1
299,261634,262957,,,['Xanthine/uracil/thiamine/ascorbate permease family protein'],1
300,263242,263809,,,['Integral membrane protein'],1
301,263840,263960,,,['Uncharacterized protein YebG'],1
302,264031,264262,,,[''],-1
303,264334,266083,,,['Adenine deaminase (EC 3.5.4.2)'],1
304,266116,267175,,,['BH0638 unknown conserved protein'],1
305,267218,267524,,,['His repressor'],1
306,267524,267737,,,[''],1
307,267752,268091,,,['Fluoride ion transporter CrcB'],-1
308,268087,268462,,,['Fluoride ion transporter CrcB'],-1
309,268577,269948,,,"['Mg/Co/Ni transporter MgtE, CBS domain-containing']",1
310,270385,271768,,,['Glycyl-tRNA synthetase (EC 6.1.1.14)'],-1
311,272185,272896,,,['Heptaprenylglyceryl phosphate synthase (EC 2.5.1.n9)'],1
312,272896,275110,,,['ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)'],1
313,275140,277144,,,['DNA ligase (NAD(+)) (EC 6.5.1.2)'],1
314,277156,278368,,,['hypothetical protein'],1
315,278477,280034,,,['Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)'],1
316,280349,280529,,,[''],-1
317,280525,281203,,,['COG2102: Predicted ATPases of PP-loop superfamily'],-1
318,281319,283119,,,['Oligoendopeptidase F-like protein'],-1
319,283483,283777,,,['Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)'],1
320,283789,285268,,,['Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)'],1
321,285264,286695,,,['Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)'],1
322,286762,287668,,,['Transcription regulator [contains diacylglycerol kinase catalytic domain]'],1
323,287755,287953,,,[''],-1
324,288203,289571,,,['23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)'],1
325,289959,291399,,,['hypothetical protein'],1
326,291959,292229,,,['Programmed cell death antitoxin MazE'],1
327,292228,292552,,,['Programmed cell death toxin MazF'],1
328,292604,292823,,,[''],-1
329,292993,293098,,,[''],-1
330,293449,294913,,,"['RNA methyltransferase, TrmA family']",1
331,295068,295749,,,[''],1
332,295732,297439,,,['Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site'],1
333,298088,298922,,,['hypothetical protein'],1
334,298998,300354,,,['Mobile element protein'],-1
335,300485,300929,,,['Translation initiation factor 2'],1
336,301244,301691,,,['FIG01231220: hypothetical protein'],1
337,301755,302109,,,['hypothetical protein'],1
338,302182,303082,,,"['Heme O synthase, protoheme IX farnesyltransferase, COX10-CtaB']",-1
339,303215,303356,,,[''],-1
340,303617,304655,,,['L-lactate dehydrogenase'],1
341,304742,305201,,,[''],1
342,305394,305913,,,['Putative exported protein precursor'],-1
343,306008,306428,,,['Universal stress protein family'],-1
344,306430,307894,,,['Sulfate permease'],-1
345,308108,308660,,,['hypothetical protein'],1
346,308789,309572,,,"['Beta-ketoadipate enol-lactone hydrolase, putative']",1
347,309767,311018,,,['Cytosine deaminase (EC 3.5.4.1)'],1
348,311755,313024,,,['Uncharacterized MFS-type transporter'],1
349,313041,313197,,,[''],1
350,313671,315060,,,['Retron-type RNA-directed DNA polymerase (EC 2.7.7.49)'],1
351,315135,315309,,,[''],-1
352,315459,315906,,,"['Transcriptional regulator, MarR family']",1
353,315917,316859,,,['Ring-cleaving dioxygenase MhqO'],1
354,316878,317862,,,['Glyoxalase family protein'],1
355,318115,319045,,,['Auxin efflux carrier family protein'],1
356,319060,319237,,,[''],1
357,319313,320630,,,['O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)'],-1
358,320644,321694,,,['Homoserine O-acetyltransferase (EC 2.3.1.31)'],-1
359,322365,322815,,,['Uncharacterized protein YrkC'],1
360,323170,324325,,,['Uncharacterized MFS-type transporter'],-1
361,324426,325032,,,[''],1
362,325024,325531,,,['conserved hypothetical protein protein'],1
363,325607,325805,,,[''],-1
364,325898,326369,,,['FIG01235320: hypothetical protein'],1
365,326493,326910,,,['FIG01248368: hypothetical protein'],1
366,326988,327546,,,[''],1
367,327623,327938,,,['small multidrug resistance family (SMR) protein'],-1
368,327940,328276,,,['Broad-specificity multidrug efflux pump YkkC'],-1
369,328518,329916,,,['Sodium/glutamate symporter'],-1
370,330518,330821,,,[''],1
371,330865,331297,,,[''],-1
372,331862,332768,,,[''],1
373,332986,334012,,,['Fatty acid desaturase'],1
374,334079,335243,,,['Sensor histidine kinase DesK'],1
375,335244,335844,,,"['Transcriptional response regulator DesR, LuxR family']",1
376,335944,336769,,,"['oxidoreductase of aldo/keto reductase family, subgroup 1']",1
377,336748,337126,,,[''],-1
378,337160,337319,,,[''],-1
379,337338,337731,,,['hypothetical protein'],-1
380,338080,340171,,,['FIG00673015: hypothetical protein'],1
381,340353,341055,,,[''],1
382,341107,341470,,,[''],1
383,341483,342005,,,"['D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82)']",-1
384,342082,342577,,,[''],1
385,342666,343008,,,['FIG01226121: hypothetical protein'],-1
386,343080,344649,,,"['Probable oxidoreductase, with Rieske iron-sulfur protein 2Fe-2S subunit']",-1
387,344809,345931,,,['Mobile element protein'],-1
388,346261,346360,,,[''],-1
389,346356,347712,,,['Mobile element protein'],-1
390,347873,349550,,,['diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)'],1
391,349594,349852,,,[''],1
392,350117,350972,,,['Probable metallo-hydrolase YflN'],-1
393,351131,352649,,,['K(+)/H(+) antiporter NhaP2'],-1
394,352925,353900,,,"['Efflux ABC transporter, ATP-binding protein']",1
395,353877,354651,,,[''],1
396,354729,355212,,,['tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)'],1
397,355997,356930,,,['Permease of the drug/metabolite transporter (DMT) superfamily'],1
398,357095,358103,,,['Rod shape-determining protein MreB'],-1
399,358404,359235,,,[''],-1
400,359410,360136,,,['Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)'],1
401,360283,360949,,,['protein of unknown function DUF159'],1
402,361012,362368,,,['Sodium/glycine symporter GlyP'],-1
403,362556,363042,,,['Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)'],1
404,363041,363302,,,[''],1
405,363399,364248,,,['Ribonuclease BN (EC 3.1.-.-)'],1
406,365012,366188,,,['Uncharacterized MFS-type transporter YfkF'],-1
407,366294,366681,,,[''],1
408,366890,368204,,,['Histidine permease YuiF'],1
409,368309,369089,,,['Peptidoglycan-N-acetylmuramic acid deacetylase PdaA'],1
410,369113,369404,,,['G:T/U mismatch-specific uracil/thymine DNA-glycosylase'],1
411,369453,370323,,,['DNA-3-methyladenine glycosylase II (EC 3.2.2.21)'],1
412,370774,372268,,,['hypothetical protein'],-1
413,372302,372719,,,[''],1
414,372715,373237,,,[''],1
415,373665,375324,,,"['Type IV fimbrial assembly, ATPase PilB']",1
416,375339,376548,,,['Type IV fimbrial assembly protein PilC'],1
417,376634,377111,,,[''],1
418,377189,377948,,,['Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)'],1
419,377959,378937,,,['hypothetical protein'],1
420,378937,379471,,,[''],1
421,379467,380037,,,[''],1
422,380309,381083,,,['hypothetical protein'],-1
423,381082,381991,,,"['Efflux ABC transporter, ATP-binding protein']",-1
424,381994,382198,,,[''],-1
425,382237,382357,,,['Flagellar hook-associated protein FlgL'],-1
426,382521,382941,,,[''],-1
427,383560,383938,,,[''],-1
428,383979,384531,,,['hypothetical protein'],-1
429,384782,385688,,,['Cell division inhibitor SulA'],-1
430,385745,386567,,,['regulatory protein RecX'],1
431,386583,386922,,,['Transcription regulator CDS_ID OB0894'],1
432,386969,387953,,,['Uncharacterized membrane protein YfhP'],-1
433,388007,389093,,,['A/G-specific adenine glycosylase (EC 3.2.2.-)'],1
434,389186,389357,,,[''],1
435,389403,389841,,,['hypothetical protein'],-1
436,389952,390477,,,['DUF402 family nucleoside diphosphatase'],1
437,390596,392384,,,"['Efflux ABC transporter, permease/ATP-binding protein YgaD']",1
438,393058,393472,,,[''],1
439,393654,393876,,,[''],1
440,393924,394161,,,[''],1
441,394379,395573,,,[''],1
442,395556,396771,,,['hypothetical protein'],1
443,396763,397261,,,[''],1
444,397257,398319,,,['Putative lipoprotein SAV1865'],-1
445,398689,398884,,,"['ABC-type siderophore export system, fused ATPase and permease components']",1
446,398976,400272,,,"['Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)']",-1
447,400385,400772,,,['Potassium channel protein'],1
448,400928,401399,,,"['Thiol peroxidase, Bcp-type (EC 1.11.1.15)']",1
449,401428,402379,,,['D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)'],1
450,402380,402938,,,['ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)'],1
451,403116,403560,,,"['Peroxide stress regulator PerR, FUR family']",1
452,403641,404013,,,['FIG01236629: hypothetical protein'],-1
453,404240,404804,,,[''],1
454,411928,412906,,,[''],1
455,413144,413324,,,['hypothetical protein'],1
456,413590,414352,,,['Thiamin-related 3-oxoacyl-[acyl-carrier protein] reductase OarX'],1
457,414370,415165,,,['Hydroxyethylthiazole kinase (EC 2.7.1.50)'],1
458,415177,415987,,,['Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)'],1
459,415988,416645,,,['Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)'],1
460,416899,417511,,,['Carboxylesterase (EC 3.1.1.1)'],-1
461,417847,417982,,,[''],-1
462,418089,418479,,,['hypothetical protein'],-1
463,418581,419964,,,['Sensor histidine kinase colocalized with HrtAB transporter'],-1
464,419960,420644,,,['Two-component response regulator colocalized with HrtAB transporter'],-1
465,420960,421644,,,['Heme efflux system ATPase HrtA'],-1
466,421645,422680,,,['Heme efflux system permease HrtB'],-1
467,423156,424518,,,['Na(+)-dependent branched-chain amino acid transporter'],1
468,424888,425740,,,['MBL-fold metallo-hydrolase superfamily'],-1
469,425901,427401,,,['Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)'],1
470,427565,428213,,,[''],1
