,Start,End,Protein_ID,Gene,Product,Strand
74,72654,73647,,,['DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)'],1
75,73708,74215,,,['LSU ribosomal protein L17p'],1
76,74322,75435,,,['Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)'],1
77,75447,76731,,,['Enolase (EC 4.2.1.11)'],1
78,76888,78172,,,['Citrate synthase (si) (EC 2.3.3.1)'],1
79,78248,79163,,,"['NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)']",1
80,79193,80126,,,['FIG00649243: hypothetical protein'],1
81,80160,80568,,,['Rrf2 family transcriptional regulator'],1
82,80624,81236,,,['Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)'],1
83,81232,81859,,,['UPF0056 inner membrane protein MarC'],-1
84,81942,82368,,,[''],-1
85,82483,84319,,,['Arginyl-tRNA synthetase (EC 6.1.1.19)'],1
86,84319,86839,,,['hypothetical protein'],-1
87,86831,87746,,,[''],-1
88,87805,88318,,,['RNA polymerase ECF-type sigma factor'],-1
89,88432,89878,,,[''],1
90,90036,91374,,,['Signal recognition particle protein Ffh'],1
91,91454,92345,,,['Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)'],1
92,92384,93686,,,['EriC-type fluoride/proton exchange protein'],-1
93,93810,95814,,,"['Inner membrane protein, KefB/KefC family']",-1
94,95817,96189,,,['hypothetical protein'],-1
95,96194,96563,,,['Uncharacterized membrane protein PA1577'],-1
96,96566,97121,,,['hypothetical protein'],-1
97,97133,98651,,,['Uncharacterized protein YjgR'],-1
98,98708,99155,,,[''],1
99,99206,99839,,,['7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)'],1
100,99841,100660,,,['Membrane metalloprotease'],-1
101,100716,101436,,,['SAM-dependent methyltransferase'],-1
102,101513,102008,,,['FIG00650678: hypothetical protein'],1
103,102009,103191,,,['Protein YzbB'],-1
104,103210,104443,,,"['ABC transporter, permease protein']",1
105,104486,105842,,,['Cystathionine beta-synthase (EC 4.2.1.22)'],1
106,105933,107298,,,"['Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)']",1
107,107451,108159,,,"['Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein']",-1
108,108158,108605,,,['cytochrome cbb3 oxidase maturation protein CcoH'],-1
109,108653,110072,,,"['Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation']",-1
110,110127,111063,,,['Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)'],-1
111,111059,111245,,,[''],-1
112,111248,113444,,,['Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)'],-1
113,113447,113660,,,"['Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion']",-1
114,113732,116108,,,['Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)'],-1
115,116222,116909,,,"['Transcriptional regulator, Crp/Fnr family']",1
116,117080,117212,,,[''],1
117,117299,118157,,,"['YpfJ protein, zinc metalloprotease superfamily']",-1
118,118245,118659,,,['hypothetical protein'],-1
119,118663,119068,,,[''],-1
120,119080,120712,,,"[""5'-nucleotidase (EC 3.1.3.5)""]",-1
121,120808,121198,,,[''],-1
122,121362,121956,,,['Dihydrofolate reductase (EC 1.5.1.3)'],1
123,122624,123836,,,['Lysine ketoglutarate reductase (EC 1.5.1.8) (LKR) / Saccharopine dehydrogenase (EC 1.5.1.9)'],1
124,123869,124667,,,['hypothetical protein'],-1
125,124669,125104,,,['hypothetical protein'],-1
126,125217,126591,,,['Inner membrane protein CreD'],-1
127,126642,126942,,,['Bsl7504 protein'],-1
128,126976,127600,,,['hypothetical protein'],-1
129,127677,128034,,,[''],1
130,128072,128891,,,['2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)'],-1
131,129109,130915,,,['GTP-binding protein TypA/BipA'],1
132,130963,131197,,,[''],1
133,131225,131909,,,"['Cell-division-associated, ABC-transporter-like signaling protein FtsE']",-1
134,132055,132394,,,['hypothetical protein'],-1
135,132519,133092,,,[''],1
136,133088,133475,,,[''],1
137,133596,136623,,,['TPR-domain-containing protein'],1
138,136637,138407,,,['Putative TonB-dependent receptor'],1
139,138534,140154,,,['FIG00930540: hypothetical protein'],1
140,140210,140753,,,['FIG00650431: hypothetical protein'],-1
141,140989,142660,,,['Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)'],1
142,142848,144792,,,['DNA gyrase subunit B (EC 5.99.1.3)'],1
143,144861,145878,,,['FIG00652557: hypothetical protein'],1
144,145969,146902,,,['Malate dehydrogenase (EC 1.1.1.37)'],1
145,146952,147051,,,[''],1
146,147213,150171,,,['Protein translocase subunit SecD / Protein translocase subunit SecF'],1
147,150578,150806,,,"['Il-IS_2, transposase']",-1
148,151429,151615,,,[''],-1
149,151688,154286,,,['hypothetical protein'],1
150,154297,155050,,,['hypothetical protein'],1
151,155266,155365,,,[''],1
152,155866,157651,,,['hypothetical protein'],-1
153,157739,157874,,,[''],-1
154,158271,158487,,,[''],1
155,159105,159576,,,['hypothetical protein'],1
156,159592,160570,,,"['Transcriptional regulator, YafY family']",-1
157,160820,161447,,,"['Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family']",-1
158,161463,162303,,,['SAM-dependent methyltransferase'],-1
159,162344,162671,,,['Arsenical resistance operon repressor'],-1
160,162819,163314,,,['hypothetical protein'],-1
161,163580,165128,,,"['Transcriptional regulator, AraC family']",1
162,165442,168649,,,"['internalin, putative']",1
163,168819,169323,,,"['internalin, putative']",1
164,169319,171704,,,"['internalin, putative']",1
165,171703,172744,,,['FIG01092490: hypothetical protein'],1
166,172771,174709,,,['Outer membrane lipoprotein omp16 precursor'],1
167,174925,175348,,,['hypothetical protein'],1
168,175400,175973,,,['cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases'],1
169,176058,176445,,,['Glyoxalase family protein'],1
170,176468,176888,,,['PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein'],1
171,176991,177387,,,['Uncharacterized protein CA2559_04525'],1
172,177396,177813,,,['Ligand-binding SRPBCC domain protein family'],1
173,177820,178276,,,[''],1
174,178314,179376,,,['hypothetical protein'],1
175,179403,180240,,,[''],1
176,180255,180996,,,['Pyridoxal phosphate-containing protein YggS'],-1
177,181128,181575,,,['Acetyltransferase'],-1
178,181654,183115,,,"['Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)']",1
179,183229,184195,,,['Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)'],-1
180,184222,185161,,,['Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)'],-1
181,185175,186561,,,"['Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family']",-1
182,186573,190017,,,"['Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family']",-1
183,190086,191052,,,[''],-1
184,191109,191661,,,[''],-1
185,191921,194132,,,['Catalase-peroxidase KatG (EC 1.11.1.21)'],1
186,194319,195129,,,['hypothetical protein'],1
187,195151,195901,,,"['Oxidoreductase, short-chain dehydrogenase/reductase family']",1
188,196064,196577,,,['Adenine phosphoribosyltransferase (EC 2.4.2.7)'],1
189,196580,196733,,,[''],-1
190,196752,196884,,,[''],-1
191,197196,198135,,,"['Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter']",1
192,198352,200539,,,"['Glutamine synthetase type III, GlnN (EC 6.3.1.2)']",1
193,200621,201350,,,['FIG00468444: hypothetical protein'],-1
194,201428,202958,,,"['GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)']",1
195,203093,204941,,,['LysM-repeat proteins and domains'],1
196,204942,205344,,,['putative stress-induced protein OsmC'],1
197,205379,205871,,,['FIG00650212: hypothetical protein'],1
198,206875,207085,,,['Uncharacterized protein YpeB'],1
199,207230,208853,,,['CTP synthase (EC 6.3.4.2)'],1
200,208897,210763,,,"['Inner membrane protein translocase and chaperone YidC, long form']",1
201,210862,211429,,,['hypothetical protein'],1
202,211598,212411,,,['hypothetical protein'],1
203,212542,213733,,,['tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)'],1
204,213757,215374,,,['Subtilisin-like serine proteases'],1
205,215373,216315,,,"['putative oxidoreductase, nitronate monooxygenase family']",1
206,216364,217297,,,['Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)'],1
207,217343,217886,,,['Putative metal-dependent hydrolase YfiT'],1
208,217939,218581,,,['Alkyl hydroperoxide reductase subunit C-like protein'],-1
209,218654,219212,,,['Alkyl hydroperoxide reductase and/or thiol-specific antioxidant family (AhpC/TSA) protein'],-1
210,219300,219765,,,['Putative PRS2 protein'],1
211,219949,220252,,,['hypothetical protein'],1
212,220379,220715,,,['Protein secretion chaperonin CsaA'],1
213,220727,221642,,,['Sodium/bile acid symporter family'],1
214,221638,222694,,,['Phospholipid/glycerol acyltransferase'],1
215,222668,225182,,,['Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain'],-1
216,225272,225641,,,['FIG00649317: hypothetical protein'],-1
217,225718,227479,,,"['Efflux ABC transporter, permease/ATP-binding protein']",-1
218,227608,228712,,,['Branched-chain amino acid dehydrogenase [deaminating] (EC 1.4.1.9)(EC 1.4.1.23)'],1
219,228823,229735,,,['Transcription termination protein NusB'],1
220,229789,230272,,,['FIG00648832: hypothetical protein'],1
221,230278,230557,,,['Protein translocase subunit YajC'],1
222,230651,230783,,,[''],-1
223,231036,232269,,,['Tripeptide aminopeptidase (EC 3.4.11.4)'],-1
224,232418,233435,,,['Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)'],1
225,233540,234209,,,"['Hydrolase, haloacid dehalogenase-like family']",1
226,234193,235060,,,['Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)'],1
227,235112,237347,,,['Outer membrane receptor for Fe3+-dicitrate'],-1
228,237617,239090,,,"[""Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain""]",1
229,239136,239373,,,['hypothetical protein'],-1
230,239442,239808,,,[''],-1
231,240568,241423,,,[''],1
232,241415,242831,,,['Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)'],1
233,242834,243788,,,['MoxR protein'],1
234,243968,246338,,,['Aconitate hydratase (EC 4.2.1.3)'],1
235,246478,247030,,,['thioredoxin family protein'],1
236,247098,247662,,,['hypothetical protein'],1
237,247638,248325,,,['Lycopene cyclase'],-1
238,248324,248777,,,['Beta-carotene hydroxylase'],-1
239,248792,249632,,,['Phytoene synthase (EC 2.5.1.32)'],-1
240,249634,251107,,,['Phytoene dehydrogenase (EC 1.14.99.-)'],-1
241,251149,252052,,,"['Transcriptional regulator, MerR family']",-1
242,252748,253267,,,['Shikimate kinase I (EC 2.7.1.71)'],1
243,253274,253775,,,['Uncharacterized protein SAV2112'],-1
244,253774,254365,,,['Thiol methyltransferase 1'],-1
245,254357,254750,,,['Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)'],-1
246,254867,255749,,,['Calcium-binding protein'],1
247,255824,256394,,,['FIG00652129: hypothetical protein'],-1
248,256448,257402,,,"['Transketolase, C-terminal section (EC 2.2.1.1)']",-1
249,257432,258278,,,"['Transketolase, N-terminal section (EC 2.2.1.1)']",-1
250,258437,258821,,,['hypothetical protein'],-1
251,258967,260098,,,['Queuine tRNA-ribosyltransferase (EC 2.4.2.29)'],1
252,260131,261208,,,['Lipopolysaccharide export system permease protein LptG'],1
253,261194,262091,,,['FIG00650154: hypothetical protein'],1
254,262147,263101,,,['Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)'],1
255,263271,264822,,,['Replicative DNA helicase (DnaB) (EC 3.6.4.12)'],1
256,264892,266101,,,['FIG00650101: hypothetical protein'],1
257,266097,266919,,,[''],-1
258,266977,267847,,,"['Two-component response regulator yesN, associated with MetSO reductase']",-1
259,267986,269615,,,['Altronate dehydratase (EC 4.2.1.7)'],1
260,269643,270423,,,"['Oxidoreductase, short-chain dehydrogenase/reductase family']",1
261,270434,271304,,,"['2,4-diketo-3-deoxy-L-fuconate hydrolase']",1
262,271312,272134,,,['L-fuconolactone hydrolase'],1
263,272147,274508,,,['Putative large secreted protein SCO0341'],1
264,274504,276019,,,['N-acetylgalactosamine-6-sulfatase'],1
265,276054,278154,,,['alpha-L-fucosidase (EC 3.2.1.51)'],1
266,278165,278948,,,"['L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)']",1
267,278972,280286,,,['Fucose permease'],1
268,280275,280611,,,"['L-fucose mutarotase, type 2 (EC 5.1.3.29)']",1
269,280630,282346,,,['beta-glycosyl hydrolase'],1
270,282425,283580,,,['L-lactate dehydrogenase'],1
271,283637,283982,,,['LSU ribosomal protein L20p'],-1
272,284077,284275,,,['LSU ribosomal protein L35p'],-1
273,284308,284749,,,['Translation initiation factor 3'],-1
274,284897,286841,,,['Threonyl-tRNA synthetase (EC 6.1.1.3)'],-1
275,287049,288132,,,['Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)'],-1
276,288148,289270,,,['2-iminoacetate synthase (ThiH) (EC 4.1.99.19)'],-1
277,289292,290078,,,['Thiazole synthase (EC 2.8.1.10)'],-1
278,290090,291497,,,['Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)'],-1
279,291498,292128,,,['Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)'],-1
280,292133,293969,,,['Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)'],-1
281,294013,294256,,,[''],-1
282,294970,295087,,,[''],1
283,298402,298492,,,[''],1
284,299509,299908,,,['Cell wall-associated hydrolase'],-1
285,300399,301032,,,"['FIG01964566: Predicted membrane protein, hemolysin III homolog']",1
286,301021,301450,,,['FIG00930473: hypothetical protein'],-1
287,301452,302124,,,"['Zinc transporter, ZIP family']",-1
288,302123,302855,,,['SAM-dependent methyltransferase'],-1
289,302911,304069,,,['23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173)'],1
290,304112,304349,,,[''],1
291,304345,305083,,,['FIG00654820: hypothetical protein'],-1
292,305048,305561,,,[''],-1
293,305563,306973,,,"['RNA methyltransferase, TrmA family']",-1
294,307194,308436,,,['Ornithine aminotransferase (EC 2.6.1.13)'],1
295,308475,308790,,,[''],-1
296,308797,309115,,,['hypothetical protein'],-1
297,309170,309422,,,[''],1
298,309405,309951,,,['putative DNA mismatch repair protein'],1
299,309951,310464,,,[''],-1
300,310494,310608,,,[''],1
301,310624,311773,,,['Cysteine desulfurase (EC 2.8.1.7)'],1
302,311776,312424,,,['hypothetical protein'],-1
303,312445,314905,,,['putative ferric aerobactin receptor'],-1
304,314917,316606,,,['FIG00649798: hypothetical protein'],-1
305,316800,317091,,,['FIG00412596: hypothetical protein'],1
306,317104,317398,,,['FIG00410305: hypothetical protein'],1
307,317625,319179,,,['Ribonuclease Y'],1
308,319256,320519,,,['Diaminopimelate decarboxylase (EC 4.1.1.20)'],-1
309,320704,321898,,,['Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)'],1
310,321959,322904,,,['UDP-glucose 4-epimerase (EC 5.1.3.2)'],-1
311,322915,323746,,,['Putative two-domain glycosyltransferase'],-1
312,323850,324741,,,['Glycosyltransferase'],1
313,324756,325317,,,['Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)'],1
314,325386,326814,,,['CCA tRNA nucleotidyltransferase (EC 2.7.7.72)'],1
315,326863,327883,,,"['Heme A synthase, cytochrome oxidase biogenesis protein Cox15-CtaA']",1
316,327914,328430,,,['FIG00651823: hypothetical protein'],1
317,328496,329555,,,['Lmo0572 protein'],1
318,329575,330646,,,['FIG00649718: hypothetical protein'],-1
319,330782,331679,,,"['Efflux ABC transporter, ATP-binding protein']",1
320,331717,332554,,,['FIG00652019: hypothetical protein'],1
321,332630,334961,,,['hypothetical protein'],1
322,335462,336629,,,[''],1
323,336582,337101,,,['hypothetical protein'],1
324,337597,339583,,,['Excinuclease ABC subunit B'],1
325,339659,340103,,,['Small heat shock protein'],-1
326,340258,340660,,,[''],-1
327,340720,341518,,,"['putative alpha-dextrin endo-1, 6-alpha-glucosidase']",1
328,341563,341896,,,['hypothetical protein'],1
329,341935,342286,,,[''],-1
330,342462,343278,,,"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)']",-1
331,343388,343799,,,['Putative pre-16S rRNA nuclease YqgF'],1
332,343795,344488,,,[''],1
333,344493,345084,,,['Peptide deformylase (EC 3.5.1.88)'],1
334,345140,345575,,,['FIG00930738: hypothetical protein'],1
335,345602,346943,,,['Leucine aminopeptidase-related protein'],-1
336,347087,348878,,,['Long chain acyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.3.8.8)'],-1
337,348911,350093,,,['3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16)'],-1
338,350144,352535,,,['3-hydroxyacyl-CoA dehydrogenase [fadN-fadA-fadE operon] (EC 1.1.1.35) / Enoyl-CoA hydratase [fadN-fadA-fadE operon] (EC 4.2.1.17)'],-1
339,352515,352995,,,"['Transcriptional regulator, MarR family']",-1
340,353155,354946,,,['Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)'],-1
341,355045,358708,,,"['Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)']",-1
342,358982,360236,,,['TRNA and rRNA cytosine-C5-methylase'],-1
343,360270,361308,,,['Putative oxidoreductase'],1
344,361304,361775,,,['FIG00694621: hypothetical protein'],-1
345,361777,362272,,,[''],-1
346,362313,362994,,,['RNA polymerase ECF-type sigma factor'],-1
347,363072,363216,,,[''],1
348,363689,365513,,,"['Efflux ABC transporter, permease/ATP-binding protein']",-1
349,365512,367225,,,['Phosphoglucomutase (EC 5.4.2.2)'],-1
350,367291,368242,,,"['Glycosyl transferase, group 2 family']",-1
351,368275,368800,,,['FIG00930179: hypothetical protein'],-1
352,368979,369231,,,"['LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent']",1
353,369369,370092,,,['D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)'],1
354,370151,370916,,,[''],-1
355,370971,372192,,,['SAM-dependent methyltransferase'],-1
356,372199,373072,,,['Uncharacterized UPF0118 membrane protein'],-1
357,373175,373346,,,[''],1
358,373412,374387,,,['Gll1663 protein'],-1
359,374578,375223,,,['FIG01042082: hypothetical protein'],-1
360,375371,376058,,,['Aquaporin Z'],-1
361,376073,376181,,,[''],1
362,376177,376882,,,['16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)'],-1
363,376890,377982,,,['N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)'],-1
364,378022,382447,,,['FIG00652253: hypothetical protein'],1
365,382485,384303,,,"['sodium-solute symporter, putative']",-1
366,384428,384536,,,[''],1
367,384655,385642,,,['6-phosphofructokinase (EC 2.7.1.11)'],1
368,385682,386684,,,['NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)'],1
369,386745,387600,,,['FIG00650146: hypothetical protein'],1
370,387647,388028,,,['RidA/YER057c/UK114 superfamily protein'],-1
371,388049,390752,,,['LPS-assembly protein LptD @ Organic solvent tolerance protein precursor'],-1
372,390951,392091,,,['N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)'],1
373,392141,393098,,,"['ABC transporter, substrate-binding protein (cluster 9, phospholipid)']",1
374,393101,394436,,,['Iron-sulphur-binding reductase'],1
375,394507,394957,,,['FIG00649651: hypothetical protein'],1
376,395000,395792,,,['Iron-sulphur-binding reductase'],1
377,395811,396297,,,['FIG00649260: hypothetical protein'],1
378,396428,399371,,,['beta-glycosyl hydrolase / Uncharacterized esterase'],1
379,399425,400073,,,"[""Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)""]",1
380,400354,400852,,,[''],1
381,401034,402369,,,['Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)'],-1
382,402436,403018,,,[''],-1
383,403046,403535,,,['hypothetical protein'],1
384,403488,404178,,,['NAD-dependent protein deacetylase of SIR2 family'],-1
385,404208,405327,,,['hypothetical protein'],-1
386,405367,406018,,,"[""tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34)""]",1
387,406065,406602,,,['hypothetical protein'],1
388,406644,407841,,,['Outer membrane protein A precursor'],-1
389,407928,408042,,,[''],1
390,408168,408690,,,[''],-1
391,408703,408928,,,[''],-1
392,408984,409935,,,['peptidase M20/M25/M40 family protein'],-1
393,410059,410827,,,['FIG01019216: hypothetical protein'],-1
394,410914,412711,,,['DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)'],-1
395,413029,415480,,,['ATP-dependent protease La (EC 3.4.21.53) Type I'],1
396,415745,415886,,,[''],1
397,415899,416589,,,['Cytidylate kinase (EC 2.7.4.25)'],1
398,416825,418616,,,['SSU ribosomal protein S1p'],1
399,418668,419436,,,['hypothetical protein'],-1
400,419485,419626,,,[''],-1
401,419627,420167,,,['Pyrimidine operon regulatory protein PyrR'],1
402,420217,421144,,,['Aspartate carbamoyltransferase (EC 2.1.3.2)'],1
403,421151,421484,,,[''],1
404,421523,422429,,,['Ribonuclease Z (EC 3.1.26.11)'],1
405,422497,423625,,,['UDP-N-acetylglucosamine:L-malate glycosyltransferase'],1
406,423691,424543,,,['A. fulgidus predicted coding region AF1548'],1
407,424542,425919,,,"['Metallo-beta-lactamase family protein, RNA-specific']",1
408,425921,426473,,,['Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)'],-1
409,426685,426793,,,[''],-1
410,427139,428540,,,['tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE'],1
411,428553,428814,,,['Mobile element protein'],1
412,429497,430523,,,[''],1
